previous,divergence,confidence
0.8513829775332019,0.7064375359964573,0.10798283711927603
0.8322647114003694,0.4734415449763749,0.6662003152454556
0.05935241078175402,0.3370285914150978,0.9672510639532549
0.6937239901399892,0.045700495366091665,0.6943071772693913
0.5357418216666293,0.8757955169948205,0.14910713659404018
0.7442077521055132,0.5715205644337195,0.37571846360906747
0.8505181890832735,0.22056677642673295,0.07516475543392176
0.08970739611227896,0.35485283024050585,0.606074871008493
0.16406280309584376,0.6719269968884237,0.934833804442681
0.6558946189134135,0.7758608202218563,0.8770160704713387
0.12642222637798317,0.5650776367892063,0.9971470618650431
0.9928360129375587,0.6522272553861631,0.40066064463171513
0.7455825935598037,0.42782707626009275,0.9251677954016029
0.6964551514463216,0.30397596934702087,0.6458038689543537
0.5393039285766185,0.4357156295788559,0.2918734656187111
0.3253331035106459,0.18547839691739465,0.6568757849557548
0.2850495636005671,0.592860117006957,0.7850953556681639
0.016734927083010942,0.12435895091585791,0.7486927421899721
0.40515694740497743,0.3697156977930772,0.41444473931582027
0.15971076526969263,0.15437987328154068,0.6231592643748063
0.3661488942996738,0.7187469472314719,0.8634316921875198
0.1399114377863072,0.333873915512391,0.1902629020719364
0.9504562407507051,0.5385830210107805,0.7219503449385322
0.0990311765867673,0.9537541484613259,0.9044322137137338
0.6198467695380215,0.28483319680174846,0.2738519753111647
0.24490657337585942,0.7287144498931168,0.4305818306381809
0.7960122670858113,0.27210655216226165,0.6976952803222688
0.3256872099764738,0.9896806511840375,0.8959663010273443
0.4620461437637764,0.7453495304818437,0.9638650473600131
0.7199838037206002,0.47080681489713905,0.3264597795022892
0.19200378466988932,0.4034784861628169,0.19321467011448146
0.41076037873580273,0.9745766927269772,0.6446247017887611
0.45912562211487495,0.7640521967776558,0.7882904623300059
0.04311816659386847,0.3777591414059871,0.6501662914206955
0.97156444986682,0.3335733037374783,0.46713395027906846
0.15170450109146905,0.5503213092419003,0.535328198416463
0.22542302511593937,0.05463874787917267,0.7504295851925386
0.27277262649936895,0.8289480996122799,0.9200284128222475
0.9036259701211693,0.90822142949486,0.15596627043418454
0.34915652551174126,0.1879865895836933,0.25076082285465706
0.4761455310849657,0.6950991363056415,0.6547503334771597
0.10782414372089644,0.18711663084478414,0.37610778772986675
0.15413754641787258,0.2054115783501469,0.25636604240891525
0.6813429745219642,0.8405773646342658,0.8121091983276075
0.561623119199838,0.3299702895177924,0.7326912256628718
0.37939082964374826,0.7820239346950993,0.06892894969617946
0.48120247073589384,0.7317257723871784,0.9513804662927738
0.19247271476639605,0.2002449456001798,0.9109085866023338
0.2770217422672465,0.3672041694129383,0.8163703567648747
0.023779610161867137,0.9526502656818784,0.7479633416620232
0.10735032480216222,0.2898502285904717,0.18490265157508678
0.9381197358045525,0.32533926215739994,0.8208616748700995
0.7264583691417786,0.6797026760964399,0.7677100657159639
0.5597214861617774,0.7350677670520349,0.8426606414810556
0.13478429259343816,0.3873579515887481,0.06518975038798658
0.9445838677052795,0.4203273804506539,0.6178948201448117
0.8295467135490391,0.23320737741308006,0.7732285940793541
0.03303271250755169,0.7491979441244206,0.8528762027230149
0.7651699826804512,0.7565401320633254,0.5421679606555425
0.7821642599860219,0.7120598922160164,0.7546330834310304
0.8268148981162426,0.5917502797103095,0.5932436623612841
0.4717583301958509,0.022324576853242628,0.3406754035407221
0.5831834381879585,0.4298891795290751,0.20224875406251586
0.9477055573159787,0.4834179537086283,0.021547723902045623
0.42794506611071803,0.33977658302516023,0.08217093892553107
0.24967038367374905,0.8141808089890996,0.366751779063492
0.020969961706033713,0.707283406012883,0.5533830500579029
0.2964660194066745,0.3765892762381283,0.6522057821363451
0.6401810319154704,0.0836174095208213,0.5156019134930144
0.7547763952734841,0.3790350670904329,0.5638026742246016
0.2594194749568681,0.35723140391878316,0.08429419044035702
0.3917249943813831,0.6232694284889679,0.7812296574395124
0.7227842737478523,0.30211274173836733,0.41551969654993504
0.44536904060944205,0.8620213514689139,0.8013441271134792
0.9260257269832678,0.37366905751245305,0.4243773190382347
0.6588811961666496,0.0029559681010550287,0.36745603916832936
0.07273578284987292,0.3570766093643005,0.6856377029092062
0.03421864899960003,0.22602418002044522,0.9151899829501978
0.3155468410254184,0.5482916838793559,0.8728250268910682
0.8304634179003413,0.3796587096924261,0.1681970462495883
0.3050773547385074,0.6409563497539732,0.25363293569683043
0.07451455828501696,0.10851804761567518,0.8239246444257763
0.42096593523678383,0.6783928912219014,0.4730339561956136
0.2715910524510623,0.03737666648023663,0.8644004701165666
0.4517117080042585,0.5988031105893747,0.024268950911053078
0.2936334732024405,0.48081500437228153,0.03985592639769642
0.8816537920437767,0.6394054652618831,0.04041910436541307
0.6909265330004749,0.22635990006538798,0.9061740615755782
0.08285734386112908,0.3061528171045621,0.4435339174827001
0.989406099492211,0.7334792136986626,0.5595070820356389
0.5266854547261547,0.6469605744569686,0.48974240794410184
0.21892178851426658,0.18920054138599696,0.03572718413629283
0.9656207053507196,0.5151286634769364,0.314424566406477
0.47039645694628507,0.7111780475548579,0.17982829311208193
0.9733326847643681,0.00034527236435932807,0.9551023674108393
0.14239005282001493,0.9896113822004688,0.6538898892759568
0.022549576544248606,0.3203373940064005,0.8165895649730256
0.20331087941215742,0.7964149639263466,0.20680321051535477
0.022763576152698528,0.9598270947039386,0.3237814443830641
0.37661090400968633,0.48391224107756914,0.7506992708135657
0.29063550673615257,0.008295434761858234,0.7248540459246541
0.5649757685248427,0.17530333603897996,0.24209288626675962
0.4105207880844125,0.5669585255960352,0.7991742866938616
0.7608294464254073,0.04788021295831468,0.3031077981148156
0.23317533666238344,0.015075734745728209,0.5107636483638096
0.5212052748898747,0.19454663378691983,0.8899706100410879
0.9263656594457382,0.26824298593175255,0.10374282114487376
0.2642287291295069,0.9793403192292578,0.960575630024306
0.8726255854432131,0.11937832992303676,0.5664055059479128
0.3045118648101802,0.990961685351331,0.6271362809630155
0.8525326958334847,0.9312148989458054,0.47431596340591475
0.7580186795783929,0.5017381791644241,0.7718628407930799
0.4943263211987421,0.790536396483694,0.7811977936969908
0.015015000571080184,0.8141752082979314,0.5846831755609291
0.31255212969320834,0.4148771650976698,0.03038941131829631
0.3271306898016142,0.5348571928946059,0.5555476338018567
0.21747204284509236,0.22628248409947482,0.16394138724137508
0.7427497418487197,0.6490921776577502,0.08620941801954507
0.8213186543607588,0.4203967150557454,0.5092539203440526
0.9130589505147219,0.4745164133695413,0.6830336205775938
0.16118330922286506,0.2907984660385404,0.5176190262166702
0.8035507130863361,0.8850442250788412,0.11666117797874997
0.7722285227800811,0.13852520934003432,0.2750442001690624
0.5497853401748297,0.5631794090431659,0.17254118411384578
0.714952778814112,0.590429849235648,0.3725074097154206
0.09861177580718761,0.27141758828733376,0.40866598126865705
0.46263129558361005,0.1359063720057052,0.458410112915408
0.8407029384293639,0.37129430635373306,0.13562028226229716
0.018481896568782852,0.5462976224903169,0.012661234869055904
0.976128136569296,0.69021117982058,0.16444024587831196
0.3181872745478942,0.9579946317198796,0.3572723979718757
0.9064656080493222,0.6322495521808206,0.8202398035741916
0.18527761116839037,0.8915133261820981,0.2020384608496103
0.6030382169142142,0.24593752357395338,0.8052178524321956
0.22854647379576365,0.7342248060443329,0.48024467337501797
0.8227280136495684,0.007288977873807334,0.09414140342984345
0.9461493540588443,0.5808644664368097,0.8799226610149178
0.8540140444385879,0.4922629673994684,0.8305299567454252
0.236273340200003,0.24853691069744333,0.7666685253581764
0.7267499356158469,0.9316880090749158,0.3313668980704785
0.10344208668639454,0.22015012160001457,0.5362668506156653
0.1026753897534296,0.6739402593944323,0.6342118166195172
0.4992169865600693,0.3882805765312297,0.26522255145224516
0.013793833071997663,0.25167044911618386,0.008595461325239362
0.9395656897108567,0.7442508572320199,0.5066575899793812
0.47048300011112865,0.591927472979202,0.21110807046570013
0.12441018666437398,0.5183764868087023,0.59982334274242
0.008907223861458813,0.7292933290417701,0.18595356683191788
0.21276363417629895,0.24351645627523244,0.5218979664733984
0.7498621664504703,0.976651078389744,0.04260048134593264
0.7205774235060877,0.3266734893721134,0.3672367821045587
0.8573585374341005,0.2105129722274588,0.6929463128516085
0.48305634533753383,0.708246816590388,0.3064496836679004
0.6753410346734422,0.3735127795562335,0.503373054740416
0.8074801213836359,0.2921138216768725,0.39909082769525195
0.5060090747075271,0.8347420105879714,0.5030251757384866
0.9288730929296767,0.09446464407985455,0.9535422270318679
0.4689556748140712,0.5736170815038911,0.4851628752433297
0.7645594504980308,0.13290126148841963,0.03987774603786998
0.6560911706621134,0.08369383638622452,0.10405338374911555
0.4789791713673224,0.07827530645284153,0.7935228312054511
0.11227745663896427,0.5101873397201413,0.44501132866937976
0.4932881296564451,0.9585165279769908,0.18771146520857895
0.09807353341690062,0.5135873058783277,0.7863018670369627
0.32401797719551495,0.13410859333281155,0.7289297499939316
0.8885169190983391,0.4248144329065128,0.6764444138984963
0.12758526610819576,0.5723442151259466,0.747190652739541
0.5943923175976537,0.3227628102485527,0.8005650602562117
0.12488329446738233,0.1044854272676593,0.6559116695281292
0.9735956777667005,0.8284670933161087,0.4901810688237357
0.8560725417600966,0.5381360780339579,0.47361970861794855
0.9495577284400456,0.3448260593868109,0.5541204446712188
0.3384631739299907,0.39509780427116514,0.7961267919736996
0.7627468022927828,0.7541992577077892,0.7272458091827073
0.8842486037831545,0.7573694542824995,0.2715625656593711
0.1886702263857596,0.5279516975659426,0.2284098370658597
0.07481460088892422,0.7733846372507563,0.1765979767508986
0.9521786785393247,0.4568057583727998,0.26629128801040725
0.28789001615021126,0.06743303579259363,0.7717818855963461
0.4389362501770183,0.06346319009496693,0.6219214716707383
0.17028921030106348,0.6374411692698859,0.011068030192006084
0.6084664216045089,0.7035919819563063,0.9744357794941678
0.08401574396301092,0.22404358965066584,0.6900288973818994
0.839505317527572,0.12932633452193443,0.9090861398127296
0.4773972718738453,0.8448571724312434,0.28584179112771835
0.7249553477908248,0.71298472115358,0.09420940868857419
0.24727129879704324,0.5616921703734553,0.559249715945378
0.08890364161775699,0.12366905925316107,0.11512511269692804
0.20705922439082847,0.9791085948644064,0.360677442853107
0.882339996804113,0.05907043764198916,0.33016767926064616
0.9097498313371365,0.48885931321493215,0.9065760781601723
0.7856225006122386,0.4596500930909647,0.060069889645389285
0.856987350838385,0.5025774512294456,0.9256153335752287
0.7551575120231196,0.411442644683331,0.5539374712144408
0.7646228504591146,0.624280619436864,0.3695925083082596
0.4542091803578786,0.9729822835498843,0.7669494076330812
0.2692728775707348,0.5681925689043804,0.452111157505266
0.42994836527735514,0.702233369979659,0.030282213175705563
0.3548333347516577,0.22587526015665904,0.3347769529731276
0.42881620804552545,0.8381032625613981,0.8780729281716911
0.9313900738602691,0.29269930661083443,0.7651690946383022
0.08374096858435076,0.9244469612317989,0.9097788989834992
0.4444117464193933,0.6833235825493824,0.26121465214644113
0.38374296112688944,0.7739058122373118,0.47027751565340814
0.3987795798029913,0.5193114751971093,0.5066234877352235
0.45292033249853647,0.904980534762409,0.02103473625668295
0.16251469136877938,0.6513938450372474,0.9874039464866403
0.34719873397694656,0.31681730132221153,0.9692157426485457
0.9041375256402943,0.5524221134344599,0.48180056824138073
0.4000652434624412,0.08897083805044081,0.5718393847193793
0.03031240448083461,0.11485376538361158,0.8196847855779893
0.43345504900240184,0.4047644968163061,0.6730266985325233
0.0991938749194341,0.5225551667850019,0.557340286422964
