candidate_brier,control_brier
0.49297949810776687,0.08612626534243606
0.410325768254708,0.8568234364085714
0.4026733121168269,0.31789756601057473
0.016372721616794372,0.07776863936924239
0.21362339500284222,0.4100436451568976
0.29883808889476293,0.2813206420452655
0.25173694615440345,0.7033034789632777
0.6888230355888657,0.2691456760942831
0.3510341421626386,0.544670996272815
0.8369435468207654,0.2733460197263484
0.4992266474579383,0.6165561632740539
0.3957543573831853,0.8689451001252539
0.26230706578591234,0.5584815896765717
0.526265641366023,0.977203732519058
0.10095452794467918,0.9707032145215992
0.900630427394763,0.8807543873251623
0.5280701731555173,0.39719900734276514
0.22931126823809866,0.9662302310690365
0.6839000729924574,0.06315347910615732
0.0867467712013621,0.8498894800046403
0.5860696923323794,0.49419351130506894
0.473235255548187,0.38034505196232926
0.8972771965553469,0.0654342713912498
0.44379652173430406,0.5396359831101104
0.5415522469279801,0.9366395450404474
0.6945139651658006,0.4946074947557223
0.8472131927137456,0.6028434951864772
0.9204281458577445,0.04686986519901726
0.9728683402625888,0.9817203214009567
0.562545642869633,0.39633786918290526
0.4327902280782663,0.04861139777998369
0.0703087751635525,0.9716639283850581
0.6333819113542236,0.8006001530702758
0.04962972359622786,0.6949899166599093
0.7819367091301999,0.7726032547994747
0.14852881974582532,0.874586685769762
0.06031325561283207,0.02576787703487271
0.6430312117011584,0.09944088205787383
0.5869557991414684,0.9873908652748464
0.3021825546661352,0.7379304365320146
0.9001777041994233,0.4413689138819542
0.09951785951773617,0.9218844594265139
0.022958777627845484,0.5281459791063231
0.9041793120196451,0.36649115855265213
0.9510906406359669,0.4932444215063203
0.5270036414914767,0.36293010936077486
0.04287745263320619,0.3240185646210013
0.5744659426129836,0.9001905296574606
0.3733164585123053,0.3057974051424587
0.40545492711891107,0.6645466554636523
0.5122054230751173,0.21064096915439323
0.0956251726938353,0.47648163365001506
0.891514034179849,0.40232368180284217
0.10470368881189485,0.3451127090710686
0.014734667868706919,0.042062781652779324
0.11343058892599378,0.44236517566352107
0.10553659680598249,0.700042198976402
0.350120086583835,0.32838807793734237
0.695766813255588,0.9720086138613584
0.742979208837214,0.20444644329454587
0.009898196781591984,0.8936721783609802
0.46012879623322256,0.9586834083093746
0.09935130358733635,0.6129815856314625
0.37693637293153126,0.27518643060588444
0.6996949203208086,0.3518196582623304
0.6882686376849602,0.5304316300461335
0.6382919159546807,0.9270611035945752
0.7677998422386368,0.786265253727616
0.8390487781407051,0.8799604817054193
0.5359604398995517,0.6266594721964477
0.3301223866931424,0.3773165842621774
0.041448370013744684,0.25263281865667964
0.08188674523967376,0.9628321112324304
0.5445538216416682,0.7352509320836873
0.3616564350439818,0.061074708607838035
0.8213862596858104,0.6288187503158513
0.16552221227729946,0.9208731823458809
0.5589270871831241,0.5408471788248748
0.08985330952571946,0.4264800570263171
0.6545080069709491,0.9963397924770215
0.2625633625316792,0.1490963376248594
0.4296713581026921,0.01353607998397266
0.8518767114642755,0.8198839703121472
0.9024768060671186,0.7226017579110401
0.3527590843121269,0.9422465726935805
0.2949194907148498,0.889654607339675
0.3944751892071414,0.23585506463603712
0.6399104482098092,0.33606906093478317
0.46872174464605065,0.7527388116382938
0.9250131495895799,0.4748425179646689
0.25181864590112946,0.7466328092068192
0.7472376149681188,0.08588002021038887
0.08026597121302748,0.37771039656628613
0.7466366056535875,0.6646729371346911
0.4271321466343557,0.26480156661174015
0.7057099327358167,0.47872130722725237
0.0493880456222191,0.2806025834886019
0.4860711801291352,0.3133918679060598
0.9011384782098535,0.8131154393812787
0.09167158294334354,0.4582379206984726
0.826431579130437,0.8837211859019694
0.32622235492489116,0.9078853355474833
0.4629971033327497,0.3489556314753455
0.2585501154240927,0.8696511481895208
0.26587218014195035,0.768485365155284
0.5124850450561674,0.7913027922489294
0.7185744115566745,0.9564689130948536
0.1867393011742452,0.5648439659985585
0.18907147260903412,0.31527544399700713
0.023423546558430486,0.27972208759889605
0.6565386980406283,0.6280569389117255
0.5353595915171708,0.12089870932190427
0.983542656138223,0.8064741099111856
0.8134706616174178,0.1634336739926341
0.007085399436700168,0.35370531365028934
0.8683678108106353,0.3455951331689677
0.7654881095640116,0.3744732714566008
0.4050766298988341,0.2955624963534016
0.6016054251698305,0.16409269155196227
0.453779171703967,0.37510217502505194
0.23140245158404926,0.07748836136612902
0.08982548495557496,0.6690956347529624
0.19513355154815348,0.09071947988478979
0.07672081296462752,0.01218856404702695
0.3797792265573743,0.47176669251058256
0.6791019076986933,0.7920060963864499
0.2530442485344576,0.902655433585181
0.8562772659048308,0.745147871909358
0.3139293330599402,0.0072093379945240565
0.2901094106197304,0.8806826112743324
0.39872543031151053,0.3646894275524164
0.8804388818297322,0.6307174619675067
0.169794817701016,0.009515451008677456
0.44770409761934216,0.12490339282241647
0.6154996222628907,0.37797310192642763
0.6633098321450177,0.0009779358824855144
0.1642411625814787,0.26545575534538235
0.3729493166071214,0.13187434172918566
0.714253839110268,0.8246862421017802
0.6920781118050084,0.6936053330253925
0.15902332635064897,0.36155833448892394
0.8927815390585858,0.8668382328322017
0.07349927194141825,0.46291707827770745
0.8383032513468757,0.17165375941393501
0.9516430493198043,0.6313544278964371
0.9000341431389368,0.5917928320629963
0.8135976017008715,0.8095352484842636
0.21803233121215926,0.4404161644014979
