observed_distance,expected_adaptation
0.848454446823882,0.48789800290433905
0.3976681978599639,0.05704891737288276
0.7260113565338154,0.12823681155464983
0.4225579612855074,0.7036356393048144
0.651365094329331,0.688610759110408
0.8090599126571002,0.19529736650171903
0.1148520246928113,0.9117579416935577
0.9034000858957011,0.035924022822160784
0.36341947234138616,0.08218341021167308
0.17418855021083368,0.43236689673874695
0.28475748610958507,0.12052059610669108
0.5434015348927692,0.7777385343760037
0.9061073175909693,0.26548516590700655
0.5615868072913945,0.635385147250607
0.9131137916446233,0.7273069053987223
0.015882721301449076,0.8268715864416115
0.7335714804977015,0.914827136964477
0.6491721192740338,0.4855459001514255
0.817711443385904,0.1896639142428319
0.7918803941578786,0.570871758452957
0.2465098441353306,0.7111894935282187
0.13305556947982744,0.043330136251718776
0.734813072461558,0.22569003567934742
0.6509754510213961,0.9134389995674801
0.062492521683270685,0.7582050048726722
0.11679600051682859,0.36740335228791776
0.2915196546068378,0.7638574946418871
0.22252462700214937,0.6199085371461013
0.42059222763878346,0.1146507133575736
0.8347851823530718,0.4296785237119468
0.6602006775963017,0.9565806416689918
0.9522236616507876,0.5407298301812454
0.9640357822696212,0.15333572098138437
0.2867135009970162,0.32428980947230557
0.025390496660728457,0.9308474204527433
0.6175715500408363,0.8861880589768224
0.8080993144066702,0.7505551287117549
0.018851950908208903,0.934385267289688
0.5310281712572076,0.5761999270465811
0.5900032242118999,0.7037186224611705
0.6168273567565116,0.5616797527493089
0.44664274372139845,0.547131870120144
0.9102227493516096,0.38134151141448724
0.49062573088635053,0.3958390407405601
0.462837903328136,0.24514642826737776
0.23658224955034524,0.6651898427491959
0.14918978061123866,0.592413163201436
0.5227169495885953,0.4531058585591926
0.4124724608971154,0.25287817655748834
0.17151791029541252,0.4649986061323317
0.89843134950967,0.06217980304083148
0.8370766961551266,0.42495484667569583
0.383755298434481,0.1981570366509089
0.6739698562057397,0.9906272242107887
0.07355020887063335,0.5906727765669381
0.8816758436143458,0.9382492802992074
0.07086521964338421,0.570099781637606
0.8648537008974223,0.7214416357868088
0.2910866014354816,0.9567856340558226
0.5285619430012132,0.6508223677465483
0.8873679370642177,0.5053883850355743
0.42743646771393307,0.5981952689926675
0.8784708552216498,0.537073552984496
0.47174982997971393,0.7841999371810907
0.40345742709219945,0.5738586658904694
0.4840257778035335,0.4691773403641618
0.776035462945074,0.6166147845659967
0.7361751092999236,0.5956370653637109
0.8379201841549178,0.13324037258446442
0.6346866244300063,0.7928435388390519
0.7034098342940296,0.8551083445289404
0.32513578166282586,0.8684351452086692
0.6016675681514134,0.4162055231679431
0.4620064480431533,0.72841138419954
0.05178497030440343,0.5250281823097814
0.09080470899936233,0.6699823621296119
0.6112883242132564,0.046074967512817144
0.9101086306557048,0.4900898141538971
0.1884698266294763,0.30981768472129545
0.2601823200741078,0.8644783674623987
0.8170027253850167,0.8668243714541678
0.8225887042557287,0.5049884561084782
0.8245668502079223,0.16871881795166388
0.11063221228432074,0.6995297437282291
0.8973383427086074,0.9264295643202206
0.5266125991526979,0.5636515774908413
0.9737925941345789,0.8981672903604638
0.865052310855036,0.24622225042296664
0.16045118200034092,0.5782295498152421
0.38674884717318203,0.058564026149846904
0.008201094684550658,0.8150550318008644
0.8608401702623493,0.12679353403443383
0.46766831936181197,0.7150833471811474
0.6087811243062549,0.17861581659351045
0.6577893695616229,0.7638356939184396
0.7177127849381837,0.8799539835389172
0.030248229824702988,0.5398427215102604
0.14819338502932589,0.8927348968646527
0.6532536713266098,0.765199183895569
0.9543104884656965,0.4348697910183803
0.239650133569571,0.894362193038072
0.10838797357887442,0.016863870526119373
0.2637433879184098,0.20150703318580165
0.0319174612592773,0.305433771600898
0.4501122588576426,0.9268975726070231
0.2024227461391903,0.5680156705327141
0.3653397032963729,0.46290797128232986
0.25289406494924005,0.6396147513704497
0.5905550136913619,0.4715085828466897
0.7895045055138775,0.9353106326053776
0.6053566023923901,0.046944672233816265
0.422869760449355,0.0911995896907023
0.5373709141896098,0.4549504792474409
0.2621799408560296,0.7985797573464931
0.9768832399385903,0.6092547099915719
0.12772156052801387,0.6934047590458592
0.8365700541759798,0.4653589755213168
0.9187851118730119,0.4295341754893943
0.0320891677339028,0.3373794436051514
0.09436008006962959,0.13980923049911453
0.6595035816425158,0.5523653477265815
0.7683258620973763,0.422365622166318
0.3685624797417546,0.4945083165289992
0.8105426592437837,0.12852913767450636
0.9235651250721729,0.49060807592701305
0.7598324629466257,0.029494576007077056
0.40436650999424506,0.8078270457798298
0.0864183384434084,0.16998491816515193
0.7024396077802468,0.5383964829092022
0.8109845089014404,0.0924686694381266
0.07226072583072818,0.15489595226818076
0.41837076185084876,0.5163219033765922
0.9646580239069208,0.3327166510205457
0.6650438749797498,0.07161305701894738
0.014405764395232667,0.363686595277547
0.5943057948200753,0.0776584292073148
0.8317039207876112,0.22573519013229504
0.05691327218744413,0.5304390767620857
0.7307208547543945,0.8633497432524679
0.26591186741510053,0.6364948791705864
0.8246770066806713,0.11846550773611642
0.07285911753299013,0.35402997152086413
0.22836850773553063,0.3168678836083697
0.497012135342638,0.284563407493888
0.18978985002935345,0.33687800319044514
0.4999585982150021,0.7607958448825491
0.4103187956560739,0.21423121021104274
0.13050774251687236,0.07169500657307526
0.3266450683038076,0.801118819683979
0.35521375978367786,0.07322689305846852
0.8163655911573932,0.9292988116963333
0.7878092355869523,0.4454291162175261
0.9087832094214098,0.8659066301960984
0.8054448517663787,0.8733007210456467
0.22879715595543915,0.3532881584254123
0.1569277775490353,0.4320532364539852
0.5482786406717125,0.5348892397954975
0.1171394533425194,0.9232546704124127
0.750784360001697,0.8732458443712089
0.4785148475343822,0.2670322493286691
0.49343132165962245,0.6940707358624346
0.3642243934961409,0.9432220463085557
