gain,placebo_gain,incremental_brier
-0.005215268554457402,0.008495485414535911,0.6034790187720406
0.0046286187110125485,-0.002058769459722989,0.032941546477112005
-0.0032650402639789735,-5.895944953171646e-05,0.43375732018077395
-0.008486753290582714,0.0016068444928316276,0.7341634432803625
0.008583409220074908,0.006039193661466128,0.9752741405246479
0.00783251183058663,0.0034827567716475133,0.21710398294923994
-0.0034158647022928187,-0.009570342335602094,0.36693234381600204
0.009011418724768306,0.007737576732889459,0.6383739895255641
-0.00037470983150766045,0.003244717879257954,0.1423833857725415
-0.0029313324616580426,4.4106185611880386e-05,0.37880393598857287
-0.006121020314923415,-0.0019410153654579095,0.3290213385496712
0.004133821454456607,0.001310580936137529,0.4488979714891338
-0.009853864768642426,0.0033420424934958778,0.4712880078080435
0.005368774461191708,0.0015253465855353792,0.3734640957777886
0.004122137002108046,0.009022154647284885,0.07050956800971608
-0.0025759392975780206,-0.0016217410759749567,0.011947152966516494
0.0013045863652078379,0.0027575657985783007,0.5811577557631578
0.005060348525985468,-0.0026539653638749643,0.135879316198665
-0.006851714315903015,0.0004943279783663265,0.27280968720213683
0.007738174298834279,-0.009483371274777084,0.7217710846953826
0.009269742896228504,0.006155047970386648,0.8665644983835769
-0.004908578983962264,-0.008387603236272103,0.7790026960190676
0.000700933767052072,-0.009364315036180995,0.9046823503756111
0.00010054029390382628,0.007095122020038145,0.8445450400969601
0.002369566903165112,-0.004221662675014515,0.21680513361171305
-0.006567557503387245,-0.0012399410910272097,0.8292644383150392
0.009021396869085407,-0.0026692042369285815,0.46514720338630977
-0.004970998606261945,0.004631149222444722,0.14454382105281893
-0.001893723249091421,0.0026845477813198185,0.6348055380050341
0.007964790131278475,0.006581051592694726,0.531662797708675
-0.009059807509202116,0.005284441997301152,0.7642657017624817
-0.0011967389163258062,-0.006147034613800511,0.3344996280890048
-0.006884414114548874,0.007201143252018977,0.8344098418886954
0.004247939654435517,-0.001774938579877046,0.09691302361676446
-0.0008997749105859286,0.009835755962673066,0.4282044592256913
-0.00037219555964534967,0.005211629534314102,0.2378784794843155
-0.0051312398361619185,-0.001820754378107971,0.9624391715963047
-0.005345796211564667,0.005018498162668307,0.24641024109423526
-0.009218863042377564,0.002993940162508096,0.9400471654794752
-0.0023666323228071183,-0.006704610910534736,0.254108274011573
0.006673606199025241,-0.007345043805660104,0.14397897893591882
-0.004512616377681975,0.00431103835619589,0.532589821602127
-0.008506767751698015,0.007108388829510872,0.35026662954691
-0.009526299893704371,-0.004053722628568743,0.1241081206990381
-0.007841923350466407,-0.005555869492880958,0.06785901954865836
0.008666970541482086,-0.008877826805221754,0.09330616774380274
-0.0023462304367310805,-0.004765948371763278,0.031741914223025525
-0.008818075480070344,-0.009371544898116025,0.29614219903726824
-0.007062317578801911,0.002622920683829239,0.7558560416902814
0.003547364820463488,0.0026312079984483136,0.3145889242811777
-0.005211738385732134,0.00438984292564502,0.5684416327967566
0.0018689859771132775,0.00043827583144873117,0.9742953963095772
-0.003363789383408611,-0.00480398725455091,0.07398320917547097
-0.008218274288126461,0.008655588269819861,0.8540823432993437
-0.0010981063615966794,0.0010917926367911106,0.10849594103073212
0.00020482231830289306,-0.003497210626794622,0.04284199785535314
0.00878084450330502,0.008231723563612866,0.21200874355218213
-0.006407975775801682,0.006075025481449508,0.651902001047794
0.00963874972407393,0.008103882538888085,0.19960417398233166
0.0011139201484439837,-0.004529517617194607,0.14068880570508668
-0.006512940827890447,-0.0007607421023025206,0.38855152942131066
0.001482328055107703,-0.0009309445832290479,0.5672918557147499
0.001961780310875752,-0.0006751793262830645,0.44947328363009653
0.003431689480384168,-0.0009851155679317294,0.43162866424075297
0.002732080037306423,-0.005184607404726263,0.1304378138779283
-0.0038577626473132965,0.009858227541789341,0.8835100281262279
0.00017625731895341487,-0.007196037359186696,0.994117368315119
0.00716734494184419,-0.009909137493178677,0.44172903589454615
0.006912473644519969,0.006531633353256369,0.16145695876680244
-0.0008759053947649028,0.00949979156966131,0.9990665212152267
-0.007711372503504177,0.0044296738132896425,0.4776890948494048
-0.006911374069153877,-0.00910246161684129,0.8768239407950291
0.007468538587538707,0.004072096746142648,0.30144635559261446
0.00902738567959808,-0.008257581850824836,0.5913698785984418
0.00022693357944673052,-0.008110024390301665,0.2461955732333121
0.005108047485281885,-0.007594684513925762,0.4918735631302398
0.004795201362298078,0.003368514500625426,0.01817927585909973
-0.003994853453649963,0.0002462448189740063,0.03407782873789933
-0.004345863988149539,0.0064954481576651475,0.6542138903135432
-0.007359832518031711,-0.008582079113994175,0.6902994413031559
-0.0037908598493480872,0.004898219936295084,0.4161988524197392
-0.007089359937620927,-0.002756709160614672,0.858536655212684
-0.008897834894193022,0.0048638227689647255,0.46420412481666673
-0.008438943492090109,-0.007383616904984589,0.2041763155465719
0.007067365431607133,0.004504464142202333,0.4329158655918671
-0.0045728941415364615,0.002574983848532499,0.7143360475763356
0.006279357908288522,-0.004232443932834677,0.04134494194979388
0.003361372849971048,0.007471027543440726,0.511246802729913
-0.008836011064857114,-0.004966748328059647,0.05466410714954584
-9.600242804407022e-06,9.105883961999309e-05,0.6203949316202161
0.0060778855558451614,-0.005211119444761354,0.3230461292199246
-0.009816842111708322,0.004809838201013428,0.20417822330208413
-0.007331298742507624,-0.006872771308374688,0.907649141749252
-0.0015760668629989129,-0.0020651374063538203,0.8003319386760567
0.0001672665499677286,0.009016310738524607,0.09300150485797676
-0.009177003407571448,-0.0011705664562283967,0.3005466635771622
0.00772122805413889,0.007271838318048644,0.6635113227251136
-0.0034523871887707407,-0.007237435113732885,0.41088162027136654
-0.006199013815476058,0.006721916823098332,0.568693731448703
-0.0049036935952037775,0.004488225286744451,0.2135926879808726
-0.004110411067229578,-0.0027364320058419177,0.1080753167034274
0.0055854738396349975,-0.004682639024996001,0.9507702303196272
0.008898447225721523,-0.0018678758039474587,0.7459329769558496
0.002072668359177703,-0.004229011498723665,0.1453804820184137
-0.008555633879156801,0.002074783841309002,0.44088684475231066
-0.004079352718696752,-0.0037369596490785103,0.3957815065395862
0.007036093521700362,0.000582710227383541,0.04880184413150401
0.00877589085902798,-0.008400253117820163,0.6760563645490422
-0.009114167236664675,0.006416465267933611,0.15798025000575167
-0.002417857875323011,0.005545340521631022,0.44929987513233705
0.0008055797326992371,-0.005443262601097502,0.10129804452248714
-0.0028743848015245496,6.689398960940153e-05,0.8875525069682154
-0.00035789229188072993,-0.0014844116743080275,0.9306741474369866
-0.0012564837009621278,0.005736059916994317,0.6074129223164523
0.00031998348388780247,-0.0036658534399399726,0.6733876090402655
-0.009387853532540678,-0.0012533460799169678,0.0832109336407213
-0.003279970020924659,-0.002608096737505599,0.7249199730612796
-0.00020708064781996618,0.009844520607272261,0.16796343295543903
-0.0043791796929995045,0.0030434332774443695,0.13560972603486965
-0.005490768893382363,0.007072206857153379,0.5003552456547586
0.002384956155995486,-0.00567694508932034,0.24262369991299038
-0.009361610157468496,0.004526822125781191,0.3216544246527856
-0.009480670036750065,0.008932540746333288,0.674363327243455
-0.002277450106101653,-0.007094863778310101,0.028562776044886773
-0.006257482497763407,0.004984463344337059,0.2080971778070262
0.0006443364312262358,-4.8201269765879226e-05,0.3703078558316497
0.0007639769539678713,-0.003404640245486117,0.9496226248836002
0.004405379893827062,0.002698438445841018,0.23564247703818564
-0.005370343353466434,-0.0010690545869987463,0.779026833698963
-0.00557122081355117,0.006371454194454099,0.285235794868287
-0.005874846062849935,-0.0009489035220857731,0.6766716744804712
-0.00911118608993647,-0.009917847690272697,0.18954063391453302
0.008743900764325767,-0.008607649817742242,0.8994518062677994
0.0004901817015693435,0.0016567676579325244,0.5604824959665906
-0.0073930160523384865,-0.006794647150979471,0.8758334310827461
0.007704896608407013,-0.006496015477461772,0.01894000846805366
0.008815907674613448,0.007456679646437531,0.36681913451306714
0.008976015912319628,-0.007435965624403686,0.4614433259949541
-0.008970850675168738,0.008080494455817317,0.9941303795196329
-0.0019531036117348965,0.007131346616152006,0.059374489666828234
0.0004064741774825135,0.006801801998815906,0.05628191666705262
-0.0015411528446475798,-0.0002428945800413626,0.6231916702454651
0.005233863869287836,-0.009498097142885605,0.4051271861043301
0.004195226976444954,-0.008553924243975978,0.11116995467986757
0.007809577993192892,0.00967785299737692,0.04966506155286432
0.00068774612514029,0.008414951495526181,0.06558124635382401
-0.00563911599614876,0.004440480516255429,0.848622431498771
0.002366011701494513,-0.006843326427975007,0.13450501693037487
-0.0005544975324518267,0.0029584079447946224,0.04156289811603908
0.002796689999709643,-0.00744609940601938,0.9575666031827317
-0.008764836329585707,-1.7939077882285492e-05,0.10066373007447582
-0.00021681201979581628,-0.00946501763894517,0.42244542896252846
0.008863044815371838,0.003759370163130424,0.8375303854167543
-0.0022007823838780752,0.00540052472681435,0.549840050270947
-0.00014598162047581298,0.008758058380938996,0.4373663322619725
-0.009702850497719214,-0.0019467609863308127,0.4863986417403946
-0.007738497229406805,-0.009988044827095153,0.20760013521151688
-0.004103551642335632,-0.007314727225760671,0.23246291619657922
-0.009887274231601541,0.004381778884093128,0.5081709400820398
-0.004124847862759455,-0.007259200104241101,0.8584168033394057
0.00483132329627,-0.004327750619483202,0.5543293236668364
0.00794999319106889,-0.006259406123983267,0.8065923887928078
0.004922280112495963,0.004234676529630728,0.17768800468852597
0.008540786026070965,0.004319865217021308,0.9918091752576048
-0.0006195252184052463,0.003973420801206969,0.9165721050180691
0.0036144688029463076,-0.00018823257716301528,0.5373689667619158
-0.004234808579147569,0.006756129561055467,0.8669278899244316
-0.004890218121374415,0.0034974446184223677,0.48779570415671114
-0.0034361016826832125,-0.007900475214993506,0.5978715475334968
-0.0033374780855914762,-0.0096699063749926,0.5936067545354424
0.004239737601789561,0.0006604016231251848,0.8221949761793433
0.0029931979429550504,-0.0014983133158890452,0.14400865746645353
0.006957267036922973,0.0015217082273856711,0.9186895581247863
0.0013557330312556608,-0.009438646577542288,0.744685455129525
-0.008183443176344778,0.002426688646089451,0.3947620986367407
0.00010168885920350951,-0.00043276842315466586,0.1467746503828754
-0.0032046522135237357,-0.002900069667482785,0.5892628130902086
-0.0008147220355620224,-0.0005973623645593781,0.18853666523282897
0.0011878797556716461,-0.0020380400072603274,0.4859533855214021
-0.0035149732239853,0.008725420147172142,0.5842305844964859
-0.00965336717841599,0.00718986091512955,0.5851513546024678
0.00161351267306507,-0.003438287403531544,0.26046022147541026
-0.00031689096036061244,-0.0053125009902459785,0.8350378837503254
-0.004809062118927061,-0.0010780949241114297,0.6191587470915467
-0.004876913811318397,0.005080562812732944,0.9694207001932519
-0.007394738736318915,0.009932934301206757,0.48935556236951316
-0.0014021327385766984,0.0029592918741529247,0.9859754616003487
0.004693706593767794,0.0011188075972570124,0.16112897410559912
0.0043298301963394376,0.0002576712179517184,0.8273629169940027
-0.0014474408842195113,0.004053783742127519,0.5544925690330393
0.005447241474825485,-0.00492665937841706,0.8480553871804841
0.005871781091972098,0.008181413973584887,0.25581466585810797
0.004026856148458673,-0.0036647242753593432,0.9501792720823794
0.004368905865946038,0.0027173781225571635,0.4857746661714534
0.009941852568660372,0.0004505557130510124,0.1779496347419116
-0.0007130182740192458,9.851609320931341e-05,0.04229476973238022
0.0003350207388776189,-0.005435819874784602,0.26688102485952114
0.005775932407368052,0.003744538693530695,0.20751535507449603
0.0011864862876390311,-0.008022049809550725,0.418670623009621
0.00222218784327979,-0.00860638128846834,0.6209271818861863
0.0011042325824445268,-0.0031679545196932413,0.6841297417302047
0.009580719517518982,0.0010597992651152337,0.48672198829048474
-0.006540073988073392,0.007617309143820991,0.6806870237617565
0.0072139348759316605,0.004433236286614135,0.7860392345217425
0.0026492866352830543,0.007621714203415076,0.9578815192732408
-0.00961290936700665,-0.0028346029170838484,0.7956096955021938
-0.008349683322370148,0.008988790655011467,0.48131285006718905
-0.0038280334959190235,0.009128307910170897,0.8213180104991933
0.0008533075274163356,0.009329706950146325,0.8207257078562946
-0.005382912061645897,0.0026414228828452475,0.5044580811688764
-0.008394976418703952,0.002463228286014734,0.7178919011745775
0.005564531946380321,-0.00933903651625648,0.8150858720370989
0.0033593068176325843,0.008050592651112692,0.13701766831578233
0.0009109299651463981,0.0014709889754348678,0.5436475061606199
0.00011076720437463994,0.008374651858465408,0.06054933419853359
-0.005264777081940773,-0.001371561569474003,0.4409131619896509
-0.003101984927900454,-0.004446405211858275,0.745484698848005
-0.009560710357818834,0.007761291847426794,0.5172615919992063
-0.0015208276458095436,-0.008839257223861818,0.9682741458776624
-0.0030944480930472683,-0.006450308452485782,0.8896622282882767
-0.007851118240150053,-0.0020634623957813125,0.8839107496596936
0.0018893031378199397,-0.008630788084218254,0.41396647738090464
0.009826684812643456,-0.00952383433575256,0.9174370213710494
0.000750443448770878,-0.0005367490105607827,0.9407708030915042
0.006473057191963184,-0.006301470903244793,0.8731565804860081
0.00530911097173932,0.004044193527454491,0.10420345869080794
-0.00742654536866927,-0.007049952094310819,0.9248556784427082
-0.002113594375759179,-0.00886647838382872,0.16259492731637493
-0.009884132489767793,-0.005059084805597267,0.40068376725590416
-0.006769520780735088,0.009037459947962517,0.5717966717657986
0.008290345639282845,0.003254236061594029,0.6600086257455104
-0.008810514170137387,0.004398572746171397,0.6749927342240225
-0.004102748977804853,0.0019226660675473496,0.5825622399335868
0.008627620023282023,-0.0025463964420385458,0.15380708267943644
0.007145560704835753,0.003409069761749782,0.0987821653350116
-0.006539146887439682,-0.003279418335514206,0.44002368388461033
0.009200198727504877,0.005763993196439795,0.10503763720251724
-0.009684843631007984,0.0019144280876386977,0.6948911950408077
0.004382991060136801,-0.0036811436675650896,0.17712436145995325
-0.00997501437840783,0.003916376410096392,0.22212044027308742
0.006770972496388137,0.003344627396669353,0.7872072525001655
0.0019419684171204585,0.005689511062983836,0.3828272408591875
0.002285721844764981,-0.0076816983043191695,0.08128837194635297
0.001845892664871611,0.006022588922158239,0.08234165696474205
0.004498201490670317,0.008911252395784159,0.13671086337821492
0.001970226489186648,0.008625961492871979,0.7599114520397975
-0.0044318880404981284,-0.0007129664491053126,0.4299814934918226
0.005845444935335028,-0.005679261243394471,0.6765118431417191
-0.009058343433365328,0.002580533770094205,0.5218651657129663
0.00839550825738221,0.007878911853632759,0.28316957400223375
-0.004027070196815383,0.0016971329498671698,0.21231493246904454
-0.0004370920999075146,-0.002172023628013258,0.1951912749641026
0.006577075600749134,-0.002133637161075126,0.6041442995346114
-0.008089038729711775,-0.0035349560058594307,0.21836865014342022
-0.009364879290878605,-0.008184060067265358,0.6344831112611446
-0.0017049450591156753,0.00966773912189848,0.6821127069922553
