workload,attention,fatigue
0.6111361325902753,0.43730896154034316,0.7681529624214213
0.9234292240237321,0.585167959142077,0.05768014877080241
0.36201576640144784,0.5376439699482951,0.3010636859958614
0.5874331278619577,0.18642192717701123,0.5025706551532363
0.6694784381408775,0.6967522299636371,0.48887477784348976
0.23555177878188172,0.7039179044640405,0.9548153204067596
0.36927436438670125,0.30372124324940597,0.718011172326176
0.3955500336187535,0.403912949336392,0.9343390306960224
0.6744856098892379,0.7578104034840535,0.5267960270010449
0.12845365122890673,0.2030392463455043,0.22833775437525172
0.8645589174149836,0.9224533310970953,0.8724709963934485
0.68226445208257,0.29026621626953963,0.925217792744591
0.6195263534750042,0.545977910067874,0.3774003198899367
0.5371362266900882,0.803197630768459,0.4624813722092629
0.2905805191674933,0.4640684802793792,0.9128171343906943
0.718415084270179,0.08835128873035114,0.16677613571002192
0.907294599980203,0.6063538571147679,0.8285005554521113
0.8910645081723553,0.5697379801355246,0.1596807447384453
0.45600768922834956,0.4653453339666692,0.16357251662368366
0.7571861034012072,0.849947764420343,0.027883116567105626
0.7637329308728726,0.9031472187109036,0.9573234732863297
0.11254965160687436,0.5613145369968712,0.030337188775189206
0.8099410177385478,0.3401202220860948,0.9028603548604001
0.4993881921711607,0.6925651940504611,0.7675391107522821
0.4630377233644777,0.6124575669331225,0.3652715941757989
0.4081722718621439,0.7988362505137164,0.7308840334227747
0.2988144305081639,0.22093850577344232,0.23283780589278713
0.24580569978444688,0.013389209220558973,0.15349384550061684
0.07109679138733216,0.19033203155613432,0.04965227181684673
0.22814442735600338,0.07318633675172281,0.9724029151002408
0.35238302061340576,0.2716207000540254,0.11689622589293092
0.2542501458953469,0.9051398511118905,0.1918773642749012
0.580527469816839,0.4857576337674694,0.6442520843805338
0.18174504980173656,0.5386149443347035,0.6132671667688752
0.5115343553649381,0.4640030909508255,0.15717697548815868
0.49482974541281866,0.4526875037869409,0.7099755961852002
0.8596647821784947,0.2050901292504953,0.5926624489584363
0.34425485525427724,0.545014462905571,0.3649984679080016
0.9190597790540753,0.8379165869144866,0.9389810372475569
0.11587256947487112,0.1480340000650815,0.3062697525177124
0.05117800080541379,0.06363171162107728,0.020595170004878982
0.39885790974398805,0.9525344312742057,0.4932710410476292
0.10832823257207136,0.13388874772386783,0.14150143425281136
0.6861262806249466,0.7609766768669515,0.6925644905420821
0.4357422603040296,0.16458830085304543,0.4182539907519601
0.36770955927628235,0.7028170757567722,0.9369623861093659
0.233260653753943,0.164931745470153,0.13543346212376728
0.062127034577796336,0.6498545524597515,0.01861182995972399
0.018722381118694176,0.5840326112079788,0.40395868606811247
0.7443753174920545,0.13848954678945347,0.44717334318094926
0.14513227768245163,0.9980764721408983,0.22434530214843784
0.2629990102153016,0.7258738117383461,0.8963493083667254
0.4190434100930228,0.2532618958854347,0.5847767029038637
0.3179781782762289,0.45185217082368556,0.8745433848005574
0.28500640076232453,0.6504956504047852,0.968721773486428
0.25287021932050946,0.3703653878594635,0.7080055424129923
0.7344218497251715,0.3583918310041828,0.7805301702831801
0.17235530858773118,0.5016253823231039,0.5930138866508612
0.12655920770426987,0.6972115591501112,0.6696568990267096
0.021438056827488228,0.9606722965227997,0.8963478323731979
0.0344879090656488,0.6600624793441503,0.8341072560436479
0.5492288481573429,0.6729629341981126,0.7405012446197541
0.9448509107812214,0.8313497795386838,0.45615123801438184
0.7343124056155221,0.16807389044980392,0.1005362898892499
0.16511531856861694,0.9313102209976768,0.5752965950218611
0.9782747963698064,0.9313414281354035,0.03506061476755329
0.2612240420279832,0.38510278766918404,0.27477738341194424
0.40953249780158696,0.21474607590925343,0.5553750450591368
0.23750244162758016,0.5959846884855204,0.4363226359292638
0.6680311426964247,0.1402515291592744,0.6003921280774362
0.10847163214757005,0.26907975133114814,0.005199755992748689
0.38577989021606296,0.39218165626296797,0.4056364374988448
0.9744671274034853,0.6180411403648741,0.7629332839303056
0.4820145983798909,0.344315424509273,0.18130122904173362
0.17707848399046766,0.21580086600479942,0.11597424991516014
0.514382687053559,0.9679534713310228,0.9528546827322519
0.9719497248443248,0.24807570367010512,0.7765521917177175
0.0011775157913389567,0.6751094381596764,0.6128008949820143
0.24795583961153433,0.37323425275460254,0.19999479312906066
0.11631010025809663,0.9771970672426996,0.13152265534354712
0.027775185346848086,0.9776839938792891,0.03582108074758927
0.29002901465370423,0.18613283585883178,0.3487839722750897
0.3889910660250353,0.09396128363351386,0.28148183194384435
0.29223324815155427,0.2701513055699786,0.30484542386653535
0.44300868666902793,0.06517510832579809,0.955955244106204
0.8873434428662325,0.4765339489161745,0.256881288002098
0.6916998858210028,0.4013405750315533,0.33503451799706574
0.19922187217395093,0.46676527554210334,0.2837085119758165
0.9937229566853995,0.8811042779180894,0.21811370096545557
0.2808150661709795,0.5112028430864249,0.23650303115178284
0.5088053405451287,0.36194724298050507,0.13219840253877502
0.691771900225156,0.8946219000020171,0.6586666921012786
0.11788668846205796,0.951573005168822,0.4430122985838266
0.8147993769607599,0.5044031311392893,0.6802993197810691
0.22051150889148463,0.04132266468126233,0.3047453683770317
0.22501500631419946,0.8356754413968199,0.2609553408176545
0.4253642713644745,0.6350001019278366,0.3122112271097096
0.4455209882732586,0.783002929603337,0.020365508760055717
