changed_keys_gate,severity
0.7812024709445604,-0.2585556805863578
0.13046124826301375,0.7093039428472587
0.5522153561610209,0.4628319342373821
0.46387192183349224,0.4084453872991025
0.7582946298927203,0.8966849796460432
0.29775933635241103,0.8586510728261525
0.07211501050506319,-0.9542395515468682
0.7621157643748699,0.652028826781516
0.34190859980737554,0.6653922475753995
0.533554229870577,0.24848799226475515
0.16529716569785557,0.29988649864358097
0.21885799376636283,-0.9743782953895286
0.0666372297388087,0.44885523742175826
0.09207706199735266,0.7914909403761834
0.2778744160425566,-0.2669308549625222
0.04174246725986608,0.9773715901140727
0.9621815697355305,0.955204973636413
0.8966079781674496,-0.14161999244803547
0.6654979555813012,0.21963674042449632
0.7519514665515215,-0.4623686874019344
0.039353458037327815,-0.7483668394367682
0.733575116872594,0.7752647996757227
0.10444719632503319,-0.9902472060764897
0.08384201172024164,-0.717573940650563
0.7400456408184879,0.7699500054030788
0.48923371926295633,-0.8455836483198169
0.2644298508000452,-0.1409156646599754
0.9167259338150152,0.26759568512227494
0.5794646001182507,-0.7176705667383259
0.9804938865267745,-0.08786972576258845
0.8660456942677669,0.07455808874401804
0.42554612612708653,0.7780413161819886
0.3101650279128585,0.3167379175935008
0.6565360032426496,-0.00023143726213636917
0.865279745981161,-0.03387247544294958
0.3557403074894412,0.4397506077668767
0.30005559978551144,0.7072543337216419
0.3907063332683124,0.37637855727024094
0.588550623219362,-0.5835484745314019
0.17109954760609491,0.6324892519812049
0.5247026564675643,0.48803884724349555
0.7864216502145096,0.04798845230772897
0.4423756055532845,0.6836838736389224
0.48494632416200845,0.8951703033744542
0.4380801290329249,0.4430509127132196
0.2385152032211807,0.7447588210779896
0.8932833997602583,-0.9807145134271835
0.3496439918303931,-0.8814990800850071
0.14755414856084692,0.4260830118598431
0.49348550648493683,0.40615134463819746
0.020550398452765406,-0.6524159920120158
0.3370646439677458,0.10201064223410494
0.6182655106907041,-0.1631508472787202
0.9373854117393549,-0.17848644443212947
0.7398889443404766,0.8205670784305936
0.008637220566047321,-0.9192895693519065
0.7586876875578945,-0.65030147223059
0.5698403658102774,-0.6305047323282025
0.07098962561446942,-0.010984888848088348
0.06490614484840929,-0.5879807241325161
0.7759717318777415,-0.9651200394754158
0.32468509640039556,0.07053579288304679
0.4836627943613542,-0.956311929443906
0.8283784015143395,-0.3249926350451149
0.4600019956472864,-0.026161581467990747
0.11114918492914905,-0.5895216528020613
0.5296032703746578,-0.3821375173671886
0.08969418518290495,0.8718006466130568
0.8704193966410362,-0.7555195965465995
0.43653806959341124,0.9888220448340177
0.21730057664977187,0.643639544288779
0.5734769072081647,-0.9691191081658999
0.563169583632588,0.8311894954790948
0.7381697899064467,0.1010482631319014
0.6597624733099494,0.6638681593688005
0.48430492039333195,-0.9515094396272121
0.9870683956179851,0.09811981230192357
0.5489749353573216,0.8444334795391637
0.2315001408144931,-0.4135671382798225
0.13751528552875614,0.9960620514588387
0.8192342363051923,-0.8129604769497896
0.006474661132374493,0.9111357849761923
0.9812888908086754,0.38105867904862256
0.6988138021359273,-0.9176945354057817
0.0569960282190235,0.6910117523234982
