treated_post,treated_pre,control_post
0.018432875298141416,0.5498539979456214,0.5426432612155003
0.5924615603624246,0.045274462771802026,0.22734532461184254
0.6379779404669574,0.2943433519885884,0.4070188211233725
0.5050011251120048,0.05394677934688619,0.09401198809360267
0.5756226002619219,0.5720155860731886,0.009576622075493701
0.7423151371376845,0.7650645595174042,0.5613634019736871
0.1398441142617176,0.8049914517106999,0.9407154872617186
0.42237839476455563,0.8846681977285138,0.06839119992590592
0.602569717297107,0.3047164969828897,0.5181914611768137
0.9011007767213095,0.27467406141512973,0.3088903413174868
0.3658506352876617,0.07936723752077102,0.8839332796518677
0.6169108168600855,0.43292751745101354,0.9546137306508626
0.5135567157974655,0.7205937941248222,0.19433257704097318
0.42580835321737287,0.2982180696593856,0.8392124882811771
0.980402257608991,0.339623602718779,0.21598223076032208
0.024175307031655824,0.6858549786038244,0.8069972043454676
0.01990856120616946,0.788458904613665,0.3827620342051242
0.5149080027947522,0.318435016111433,0.13394331651075797
0.27699249434499496,0.9663811419132057,0.9931706346752611
0.2848349613967286,0.7240645232038164,0.4212291281577435
0.20751441788161706,0.6995953990265537,0.679410479401748
0.6253125624247561,0.3890342867363227,0.20599100992623143
0.6693421917133103,0.38306636495156887,0.6330656439933546
0.6523671190377687,0.6204471564405047,0.6019236588779973
0.48556943551956633,0.7529998168179983,0.9137243926092407
0.40688654323759665,0.39364594476112724,0.4556447726024355
0.2587924923898307,0.7009385975229054,0.21681757883794328
0.5196087162248253,0.9805969430431964,0.04592811736045033
0.5625135367692311,0.45117606955517886,0.3094721916199977
0.8445442697577579,0.6356340603224168,0.09450405500687209
0.3101941738132683,0.35056343317159167,0.2853581354346051
0.3764106996528551,0.7658504009007766,0.18458699928575206
0.07059806514096933,0.07596975564439756,0.4265980885873727
0.2717403300757385,0.9841125231735941,0.11356191855727427
0.23527396412042578,0.11871546775666308,0.692480010847952
0.671495361646382,0.7008681990649945,0.6009998101517314
0.0030267028311523614,0.7861947747714626,0.36751112076686876
0.34349239051258906,0.36388556212715295,0.17130293265625973
0.4418876155928887,0.08007272246336161,0.8959841572979198
0.5242060610148327,0.29596768750367375,0.35661134014383145
0.6316453584879484,0.95450384108848,0.1647011406723371
0.5621401162746299,0.35158950270873357,0.5780767905321689
0.6128793153758266,0.9207605660515069,0.01074339594389484
0.9198142102337254,0.36096959335088474,0.7463994539733377
0.4871732573486395,0.18242643424697613,0.49085348796914074
0.9710336604478894,0.5492145559619881,0.6646635750584338
0.08162021740812508,0.03469705554439506,0.682558902125346
0.28669969673438944,0.14024282270975896,0.7989954280920761
0.22601076463516978,0.5353501351462265,0.4168262207684481
0.7271898545513482,0.04636656514111548,0.27292880442846135
0.7972540204298781,0.9886468686613732,0.5645026129880245
0.3607430545900978,0.5922003029096021,0.6058982522631233
0.6237679635076729,0.38860003698361,0.06729520054059757
0.11059561881190305,0.9533040195021719,0.2263648297315528
0.5477921017797099,0.13829818235906066,0.08337718691845142
0.4482979465549236,0.9896677052359424,0.08768594480399527
0.25773860731012777,0.48102712095259403,0.8217963285007243
0.5948410835081281,0.8891548542982264,0.8424850359043881
0.48850334244513993,0.1854753393214268,0.07063944026155589
0.7085848775597764,0.7996090974672077,0.03292703415036058
0.009409002180433612,0.6762923701075887,0.6375278316194616
0.48834221570385883,0.5601097711726691,0.23621115638568024
0.9405516375550012,0.05023846775794982,0.6345282372917949
0.359117449632091,0.8987801160032994,0.1735042052378616
0.6122057879910111,0.7027111235833736,0.2586507547202519
0.37141360420985225,0.13828893949599486,0.8499111325914817
0.6355948248913833,0.420425878048452,0.2815388450610111
0.6018375926306059,0.2797500657292443,0.935576823104759
0.1602991270572227,0.19517150397470506,0.9601129275627112
0.9772905928429333,0.19609727814152011,0.6863827425145576
0.32166667233433544,0.5769275106127555,0.28300280038915193
0.34951019843049236,0.9546724569715784,0.7043264426161343
0.6901266678857483,0.6712306458359742,0.368246306219441
0.5519959091436902,0.8569381758779846,0.7665979682961257
0.23084673733815164,0.10544274715293822,0.4374423167288638
0.213474024946805,0.9588994280140299,0.8819674201074799
0.5673947007384738,0.34994244338155334,0.16274461924529504
0.4273622410947222,0.1480629837292733,0.6391738080942998
0.27005824881521945,0.22524599831564307,0.04869995416108397
0.2538952651125629,0.5668891620115561,0.14417285901133448
0.06392697139364223,0.44565627533268626,0.23957507948290768
0.8818789626279661,0.17294964444572014,0.4204073720052046
0.6389153461527214,0.7350010643239995,0.29940571662949866
0.0816634933326651,0.05504931394390278,0.5520762593225191
0.31554830792374733,0.14156556211085392,0.7296125971627088
0.3486292122807193,0.6920372642044935,0.39060546479231295
0.3783715278875961,0.08935068302231564,0.2468690085339993
0.09981165591185326,0.19655668164331364,0.4012103425422444
0.20582203840869273,0.29383625658315704,0.4152276477406128
0.8122955425558201,0.5943974144239449,0.7474718981600826
0.07964074256600573,0.9686985196646583,0.1990614775898013
0.9295422994897354,0.17527045805883046,0.4432306379455694
0.6538585362786447,0.650628761076324,0.7765532265267637
0.07609278179341317,0.777533816406995,0.4457329718550448
0.7960344716131095,0.056154409830090346,0.22622737374321178
0.6022546734157506,0.869780814165743,0.07487679716202689
0.7385413566073781,0.6413577890413761,0.6160796821438898
0.4623985582657133,0.522498252050967,0.4112761424527167
0.5293166749787512,0.48725431915197315,0.4064633086723509
0.12060407593315992,0.7162197627973775,0.6677832425659413
0.8886127935823256,0.2494021614752424,0.8338913060851999
0.43173769574894527,0.3570973233299093,0.7993034283052906
0.857755864136613,0.7950382458066291,0.08219662691821028
0.9024983809097137,0.5126594559789134,0.8214438354688959
0.46710822497542726,0.34553541148340017,0.006820143956060232
0.8731765128054777,0.7060458974884034,0.9633648204000211
0.7275468880582475,0.014181324201673284,0.21675346815473362
0.981824165261526,0.5824715736839741,0.858487749214357
0.028205541186058225,0.8815098916551299,0.441103352213025
0.5435720561391241,0.208206057713184,0.8053664162488184
0.9710775080850673,0.16297292791441764,0.42227204791575956
0.36714981349166387,0.30683304222692476,0.6675514224100431
0.18062928407480927,0.6516167699421661,0.8556912893923888
0.446705534375468,0.5356998104526839,0.3254568815426726
0.5298994414653228,0.18461807857836243,0.4365736903300913
0.24973281901455924,0.4073176223499755,0.5271248515175326
0.43925838996706756,0.7058467498968186,0.18374379327711643
0.11060627973208337,0.07602157100553253,0.2721240242429648
0.6502724465032222,0.9334344693128664,0.4948316148009233
0.9729553887579009,0.15771772142140317,0.6147465527927535
0.4141643421283894,0.9933042901418195,0.9676710340246539
0.44567861587903057,0.6260555890153625,0.1993343784941487
0.3824121766572155,0.5654591904612843,0.5019450793621152
0.8960956526325757,0.7969886694333791,0.37401436527193577
0.4140627404547146,0.5188024998354624,0.3545087318604453
0.7907160797620045,0.6571296854372618,0.6672160286144649
0.2620173845892042,0.2248113917880007,0.4146084108939536
0.4864184285405977,0.22106703839773112,0.36182847799708306
0.4235710399927636,0.853572150353251,0.4846357937284341
0.029817010088599827,0.1517391293017336,0.667748900152773
0.8284629481066398,0.6813793575656303,0.40931829494174365
0.8393324038982208,0.743116511171616,0.6199080777987296
0.8157994768815089,0.05196475806848866,0.3808519467679019
0.7062896512810295,0.7570754087423792,0.873673251115484
0.25838837107869417,0.4405026806050225,0.7150033744322764
0.9195044202688424,0.8599919347501244,0.4045548659487904
0.1544753954218131,0.6118793818403793,0.41190302742076823
0.888187907413238,0.6667584299221573,0.06164056940194296
0.6984823109594711,0.10855267237965782,0.4641946377704159
0.18545524956939763,0.18453855990731494,0.9533644930179179
0.0843298570367097,0.5467159201956018,0.9021501629805885
0.9274075157982936,0.08205354482389449,0.6176833989657944
0.20316608131366498,0.2061993821411766,0.41827115617522836
0.5823990825407432,0.20803354330437662,0.556078288820989
