active_gate_1,active_gate_2,active_gate_3
0.5817337551659061,0.7904649589182658,0.39139748912082495
0.4241778687253268,0.03595370132133824,0.11162590953555285
0.5235522342948781,0.5479049287683636,0.9091309933272144
0.32101982510927873,0.20771243124614558,0.05411584056104535
0.510382766240995,0.511778617816972,0.1740296370255443
0.8353078514741973,0.63120806908473,0.40242486084644724
0.5166227604596753,0.49053028711693714,0.598175570622472
0.1607664925988601,0.28860300607484424,0.25338721001952247
0.20372466934464373,0.7085317998876296,0.07675080287016756
0.04919368472554497,0.7346258583477303,0.03471026121582255
0.33286830816761215,0.35244505778375357,0.6903279010390343
0.05129351986399511,0.4976632395995113,0.2883541668018764
0.8366246724794084,0.5370987448404789,0.5509178654569586
0.8535082542342062,0.6935673899114256,0.8888612260845292
0.6791390736533326,0.30333453203594674,0.9395187435959925
0.6911352368343132,0.47007514463205924,0.5602973328801196
0.7342135958306113,0.5663393372125298,0.16865730668983303
0.7073359401375712,0.89735419774123,0.9353640233039541
0.9379555597150281,0.4513239723604999,0.6187256066316177
0.22218333594213224,0.2715520960056198,0.7845721077803542
0.2632054980097467,0.1338625228749093,0.5833479947143729
0.3324677551477373,0.8280057977026741,0.6113111336418531
0.6352689587516345,0.19135628652937264,0.03199279380980147
0.5554499533678435,0.8749441479361193,0.4579697753882105
0.589298060031116,0.663353353817679,0.4744457093849087
0.27273595743888557,0.02484021583369711,0.7336366255871888
0.05707172466991217,0.2042750735160822,0.6097895093877834
0.4822899929045793,0.5705802874297972,0.29208374139886273
0.2211464647941832,0.9287670107120011,0.6961458682641379
0.712527745243613,0.6150104223500399,0.9312606448176998
0.8365456386939142,0.8976854528813214,0.7889337766458937
0.49665878823054144,0.5008736909283377,0.7592778042679282
0.2648247119672992,0.09220512772472678,0.5792136908886848
0.027629021691300326,0.3088425600773378,0.20844532507613167
0.19607321506840703,0.19589900386011327,0.28003499184667324
0.39145635269637535,0.012003872661581316,0.5714917637294933
0.8063863054845748,0.34635328438725344,0.35654701303253467
0.854984764984318,0.24931631759450923,0.7568517698662081
0.8478373749619208,0.3855312884198727,0.2683250278138436
0.7616469296817003,0.8390321461792454,0.30172434461697795
0.947457677741308,0.49310962859423024,0.212490227430706
0.018305130048307916,0.31403912794205757,0.3383962906255684
0.14485315524052256,0.7565991101068189,0.7145900228516349
0.4354043815864437,0.3901415900125653,0.4183920543442057
0.9269737639996896,0.8721281265922911,0.22116035880724783
0.24453237266963157,0.7944629856158653,0.728698594305686
0.42255253662001113,0.6020550972614799,0.5484369822214807
0.27293694644130895,0.1347593839570599,0.33964935442840827
0.5293676513007434,0.4969374036957509,0.8828835536060096
0.4085920204146738,0.8598532422583552,0.6739083064890131
0.04712466822943562,0.6545923895743898,0.6157668376114045
0.9371402583722928,0.9072807157525575,0.6879249972021605
0.6172665394091919,0.26259640709263743,0.2636514773918408
0.14644335398344988,0.5858946474377463,0.5679851976401755
0.017076058366054636,0.8898760681423673,0.7050671418269232
0.6893552716141655,0.15239897260148794,0.18153448033092323
0.4676922029339211,0.6749036912623303,0.2626292240271515
0.7933428429023521,0.8146241492865299,0.21969063783237475
0.43017061568764137,0.29727877819052506,0.5360669890812059
0.8383047403381216,0.5103521105884437,0.14227235880233624
0.5770812214869651,0.5520737826622271,0.7675414360873068
0.03278151094632331,0.9723079038055265,0.21140974063883877
0.45443005557908034,0.7675065529220653,0.27934063154868494
0.954138307029801,0.7792626233595266,0.12811287967406448
0.8103670239021685,0.9008784904218305,0.4105831944705507
0.5700107390799128,0.7691777419105066,0.28675868039983443
0.5406617142427461,0.6244516625868541,0.6638347763890714
0.7346637138257437,0.7446912442187719,0.10403926167748279
0.1955126797357689,0.2971112986964267,0.7605585697427767
0.2495290479527924,0.8340281230907801,0.404752771539565
0.7305816360013457,0.6406952499424745,0.5142411529976686
0.7162155408850228,0.9914743894644368,0.7840963081962044
0.8855253719917435,0.21125329964369655,0.519087729314937
0.09339183698916476,0.026304186149901265,0.08252388575111524
0.08751625913446859,0.11736354184089393,0.016374846768927864
0.2712747102488807,0.4077273790749065,0.048324323957808724
0.8381210042627928,0.9337540172221437,0.7638217501490214
0.25479415064399735,0.28550383579775096,0.22331943488747075
0.20139575796760922,0.48037924185022207,0.2645524768647066
0.8582318294294622,0.1145469862498607,0.31203109717846145
0.7062653521568908,0.26717932363064134,0.0885795496755486
0.6327326343374936,0.577680951787401,0.9830620202541802
0.6931668436591844,0.28691001299974517,0.33793668551569
0.7230626021028375,0.5982506565815713,0.5468198154989794
0.37064906966633016,0.9849232133810493,0.23413947100366783
0.5280769340468583,0.7624159600688831,0.8220508881816033
0.9364316343014614,0.31301873652364987,0.6304272349961096
0.04106764813720987,0.8022663852011546,0.030499447651763267
0.01765266674327426,0.48595429299490656,0.37105257290529625
0.4799478699282149,0.7765927216310312,0.15448791906669568
0.567149372565522,0.0563703024699711,0.3059908494521596
0.35413896389549304,0.16234062329396826,0.6808259082547428
0.19472314118394274,0.04609425054797578,0.9562948667412037
0.778485507603826,0.2458007230684658,0.3928685239081531
0.6241379563597126,0.13329552252896482,0.4456687334327418
0.8523478348040644,0.7648781323578192,0.2895614304227615
0.24674708980164528,0.011076829453425252,0.2569491975716477
0.7103015540616777,0.2971865125495018,0.37786994794441686
0.12912561135301504,0.20002489316779504,0.9802255402293442
0.37380855095437115,0.966954519352018,0.39814402619231437
0.3883835426368488,0.29679183793305053,0.6967023861185643
0.051958262720478765,0.8575535871050302,0.3485853663151949
0.9764875155533065,0.07368078097701236,0.12429804322292093
0.5518013402815405,0.7313500383537679,0.7756504576409626
0.022924835085690876,0.3605531030542032,0.6315503672649241
0.2495583407023405,0.7621568064388792,0.19909232593235515
0.9582736037529053,0.806364170350479,0.9869656860731706
0.17446905495801224,0.13384965576066898,0.3513575930905468
0.29259985002362376,0.7354183439973798,0.9882265841512488
0.39258317157765743,0.3255170582382464,0.363966959468217
0.3532865318452042,0.3562905235102928,0.11926125366553386
0.37205330955405513,0.9736113398385504,0.42156851982051924
0.8861079599527495,0.9883294981366316,0.03176482754046395
0.32593852722500305,0.554310601523795,0.14101413656008444
0.35857109467660786,0.381225616135491,0.17565309545818675
0.26827726651873807,0.7095056350150413,0.24702071884179577
0.948373225130096,0.7287666597349496,0.377351807101559
0.9616319430220676,0.31779334431992246,0.6948885761733228
0.5478155505973333,0.392853819279006,0.1201766492675671
0.5189374827598549,0.47508386449755824,0.09752796670678643
0.4163909774443163,0.25298319542901093,0.07372316545971325
0.4879914770333891,0.43109057889117264,0.741716890549161
0.5617735505657406,0.963942496367273,0.18898958396953702
0.9575978154382324,0.6273886015376108,0.8093498937205732
0.41256971553114374,0.7996620411767615,0.388038200774398
0.22896816003762377,0.3506147126999748,0.3816185815757457
0.5765063374574497,0.71450413628061,0.9024752492466449
0.734639282121576,0.5801154053937083,0.1402940604168431
0.11131884660390223,0.35630748895591946,0.7953821200937752
0.2128307424670861,0.9777923069683868,0.7607028962121155
0.56199471410148,0.07411027135385506,0.3286823117756824
0.6850896843865405,0.6100390815671731,0.7788350358707748
0.9723303697420553,0.18785619716923818,0.25620926323625814
0.23771928117617136,0.6002842418868846,0.08690219765253382
0.16121700577870568,0.27869254227700424,0.5869348343575126
0.012882679795904295,0.14205972101106068,0.25483297664151006
0.6861662247541834,0.2443596882913429,0.9806027493403613
0.44625937599598586,0.3499202795401327,0.27532459069536375
0.21451160027022464,0.7104347740555685,0.8834935840229892
0.8940487199531904,0.37828717438325843,0.3999235531782709
0.8654770707417505,0.7692836012191049,0.5779589180954148
0.718642394269005,0.23148439204628335,0.3431023645966774
0.3112921722443678,0.47639520305047944,0.5409323171901913
0.9057446713490356,0.7428248449685931,0.00426578746379469
0.14638323404362985,0.26292826791852686,0.90013998674788
0.35173607493336834,0.5974386344430926,0.36428043030244184
0.3359761238007455,0.8174182515973338,0.720972277219316
0.05167616688088528,0.15695012359591487,0.12989396552083765
0.5391304638258477,0.5466958527720045,0.7105207071948694
0.9396820526015418,0.13206270700748668,0.8672858274769454
0.08934355000893146,0.13979063039901285,0.4666854245379516
0.08662612783098722,0.85461427771023,0.21896822529693838
0.13724252960462702,0.42195222790200726,0.04318763167118356
0.3758590111538054,0.21862282560675916,0.05449880429280085
0.7623684180858987,0.5339375442637673,0.9354023674364017
0.9733205467175515,0.17312769778597092,0.7898908298718205
0.139128083630367,0.7794928574869145,0.19664997527820216
0.009408530302620233,0.8459940176607449,0.504787116944233
0.21473530869295876,0.9208994908567263,0.7051099016733414
0.6703594169141708,0.2696131784151584,0.9146010234560938
0.366345449585469,0.10988869352092345,0.25937998439858645
0.9468668278451269,0.7509928667575679,0.9853232950120342
0.09529532822226239,0.9262495916896369,0.37424587239592155
0.7420804459113983,0.30481725189750775,0.16403919274956158
0.9229569394548806,0.6533990081443767,0.9258692612315031
0.4320845427785983,0.8663217684879205,0.8463029029397471
0.2522344853368299,0.6152152008400881,0.21380900772482792
0.11309923294138136,0.2316566705354055,0.5468821832270716
0.924273621428988,0.5719552776994069,0.96170462039053
0.5706843467987565,0.2214355509032223,0.9242920558032167
0.7955418829190863,0.2124091403942827,0.5069263468632855
0.9177903055590184,0.9981381823493578,0.8359426301230801
0.717244590254024,0.3072879458827398,0.9055265519188774
0.6973486159229225,0.27437344701675614,0.6631995044194273
0.7287836391543283,0.35360003400644713,0.17291393038351988
0.5632898056197975,0.11873881246649409,0.879293638294856
0.7948142906237672,0.6573362745067176,0.33813655880197013
0.8513800662277305,0.12051655423987029,0.4242566433649052
0.4924109701389583,0.8003175564621595,0.677876638452655
0.343690169286923,0.1908716514054538,0.4074189906467802
0.797515981019326,0.3809905787605644,0.3944158826701325
0.5628334274736464,0.007674875337239984,0.6573075493794156
0.2851357344532397,0.47731185311000424,0.31222375997106744
0.475426871038244,0.44213216098018593,0.7045876594535364
0.8220191239940055,0.45988407093325023,0.18337523803419153
0.22119964685444404,0.1995675227228244,0.6948102750748626
0.60870382213003,0.5785252330130376,0.6117516423067139
0.7038617149924885,0.5008993840407724,0.30889642018258223
0.9275305715286878,0.8084709998694631,0.5873039613532548
0.2631746350826554,0.4219121522573549,0.6807990912099401
0.3734612587089473,0.9218327197548307,0.03445134782214232
0.6883655247138889,0.3222425806829906,0.8916834739804653
0.5255110036502757,0.026160806567094075,0.5468573762367321
0.21734144790841092,0.8000373524352559,0.9471616866057877
0.5787617492164222,0.1429947013803966,0.8227077116599185
0.36958401433905363,0.10330317377372444,0.4715550964018803
0.896577053989355,0.6255646465189315,0.456379964495203
0.8856884778234946,0.9915127322908572,0.8950282151937206
0.7401775586218597,0.9911417938295819,0.9890321477657488
0.7517356241344223,0.903164283795389,0.39883893178858787
0.019091296985414452,0.2799326200385359,0.7836059071364253
0.7519715520878937,0.9510030383262895,0.9031035948323659
0.25426587915489307,0.17267296215612726,0.05443550364091321
0.729796935853791,0.7494144689273389,0.32502855381774576
0.870828939483819,0.8937894725120905,0.7834047089341085
0.6857059226202583,0.8574678884840722,0.19598196612200436
0.8581004045942839,0.3083779342597214,0.37272238364755517
0.5016821819503646,0.34813487155754896,0.7834572529012307
0.19237717136371302,0.15003241101731046,0.4978514668901348
0.30399119845523737,0.6034979930717979,0.796497313244846
0.3241152856137074,0.9194901938132709,0.5646856603782817
0.09181700710134266,0.17876355811282008,0.9317659762264396
0.9153409000300773,0.41230144067054053,0.718706928166445
0.9759931878637178,0.8724361810825536,0.43309691868384703
0.7759036286204681,0.8600703766053092,0.19919230788338604
0.7957436832159668,0.394324043071001,0.7341802822728959
0.061952996788546155,0.8402549993367189,0.0879383703885599
0.13382677603660842,0.01841722452153116,0.23224023050163434
0.5603859951764616,0.2366668157959878,0.5924731531905006
0.2222763235034143,0.5210026923155993,0.6812155194586801
0.5489347560385307,0.8166572726698663,0.08092954228499472
0.48559948336162595,0.2431901898215596,0.8782476023914849
0.0063422670782918855,0.7181772495741319,0.9811441808267124
0.8122318926298568,0.7543187385295461,0.6652456743378041
0.9500897242978062,0.30289182531913006,0.6920398092589651
0.8285849598340247,0.4971936472143288,0.280479184666354
0.8127072711148963,0.5320597323332619,0.9887840750687173
0.12796947976144468,0.4375535082915061,0.9543239921581044
0.9960651726266,0.7676495957075186,0.4330245383240333
0.019271713509775967,0.5938947888359704,0.4568012183579899
0.7936449594549992,0.46302851995332306,0.4300210938261173
0.7458767454269061,0.7841473864622045,0.5438986750349524
0.1442516116310234,0.9571004182753805,0.1340420181811417
0.11039191074235533,0.3423052737140635,0.7374297722265409
0.5855733991866853,0.5215791363458905,0.4870425785057799
0.29921670275144674,0.4858889266048476,0.7075257724275494
0.5626167729680422,0.3401428595357924,0.9741359568074005
0.35259636528785787,0.27937779685259967,0.7298994935743939
0.2115502033758061,0.8584980333217093,0.7575411426301413
0.40452194505352423,0.2091634092190885,0.6460966475787375
0.994342981088957,0.497843217523375,0.7010476999149664
0.009432113572256595,0.6641489967145763,0.38906763978076075
0.856899322985298,0.7846230054333818,0.8017978001684398
0.943747273137135,0.3760481220829216,0.38387204795388663
