weight,parent_weight_1,parent_weight_2
0.8919806453286242,0.05888144237928139,0.09260287689760438
0.3132156432816511,0.45625653294267055,0.07673463934411995
0.7291311268470545,0.930659095888169,0.691250010922705
0.15281430558064524,0.673603888332515,0.6423316522766833
0.803539737216881,0.04255223922608797,0.006900969184124084
0.8413814906926895,0.9249589705360206,0.06523385798394676
0.14772651083214827,0.5298010187245752,0.3445655152452616
0.2370958582519005,0.924077687610164,0.36544452004670924
0.6011357246466096,0.2979821432067793,0.3588817368779651
0.8908990150885088,0.915613375998978,0.8109379066205639
0.8693457090629975,0.5888355714442053,0.9210512613016749
0.36114569731742696,0.024442008613813848,0.4716975033058186
0.43391877385568967,0.24829389078876718,0.8439625213556355
0.2982646439813098,0.8109129462562855,0.06475618053553966
0.5333028756930758,0.6812393940468962,0.4940160794865053
0.8090583785554284,0.47460119446930304,0.06401094504965188
0.29560713081182455,0.37811358473014234,0.803124846358475
0.26188421695672925,0.05822285930058968,0.5832842627825059
0.9994826492540256,0.70355595142722,0.7399197121677107
0.7976929243073919,0.2620873380618597,0.3148327859590315
0.2847818380283972,0.7148724808479798,0.5647840877290515
0.6126759225274676,0.3619169665123577,0.6095953611046804
0.24283697733568677,0.5822855426931247,0.26597839907256193
0.29688458959618347,0.8342282548070692,0.20836432091851198
0.5945151858641303,0.999016668385892,0.7146204352843509
0.18989200845800003,0.9410522333330863,0.6644667510653375
0.05092841282367255,0.17374692924955737,0.8219086633090632
0.8374098002666931,0.9462749073234261,0.6381695508166545
0.18523410781074667,0.04735292677816527,0.9858071605192049
0.6297671960323968,0.5688994004432267,0.5366844333276952
0.40041551649652785,0.07176820889790347,0.1266094300445887
0.05361585096247967,0.21080822542148547,0.8516684084564978
0.4700577381921197,0.8206492000544081,0.8417109274780298
0.590801447648347,0.1465952000707944,0.5462177335260785
0.9973461395937571,0.12623888938252048,0.4437673830249237
0.622146773020157,0.9718181546164075,0.12313945536736426
0.7427611073947544,0.5528808714635871,0.3815600965831063
0.5468533768176826,0.6885308210814538,0.29142055281434154
0.38861416310243657,0.3359593972762066,0.5110810852176756
0.2685110956390774,0.9577854479376131,0.04258449741234638
0.42471123063340666,0.7315241620589886,0.40871525388017327
0.015699323743677218,0.4026859556401521,0.8043491944986717
0.6658766089969282,0.12809309520904888,0.8468427344869335
0.11970683576358288,0.9776964696346906,0.8885627550202526
0.07324601997803659,0.05715355863635818,0.35158050326445967
0.07577737977455001,0.7632736477530321,0.4155102777908507
0.18427759984109227,0.023245509292837307,0.6097073983379261
0.1935919964228393,0.9549788112768757,0.10654936963858519
0.4378285582740169,0.22610095765301996,0.7647996741049566
0.15415769315307626,0.2252037756794507,0.11332360223316718
0.24598701963991398,0.7489388843549306,0.49693298335674263
0.04562748885085721,0.17174482815651537,0.4988215621637877
0.6013312693919577,0.4558432768401296,0.8099780300482026
0.1636148202493224,0.5190413255871441,0.25624120850339405
0.27493566980999573,0.42650509323743857,0.5817687400324135
0.3117064616562205,0.00962312673746657,0.9788617560920416
0.7829041690610472,0.7666642977716068,0.015434934989602689
0.30557580817505425,0.03040954801465967,0.7588577013061737
0.20992742743258774,0.8302605455679914,0.42985180335558204
0.6194052988333911,0.7224341063155089,0.0373560190627098
0.3195498193196634,0.3030915805232931,0.1089408776048093
0.32856339853777883,0.8979719197934075,0.9915326064013953
0.34359554935896286,0.8928565145143637,0.010713315101076204
0.309466051672735,0.3283081586116905,0.0011508585641866187
0.8090911472403107,0.1723562255287896,0.9360287178069215
0.4082246637333642,0.8865018921924709,0.5645501698101503
0.34129660133237816,0.5354144703558957,0.8053932095903201
0.8787027885110772,0.9300672447878691,0.1491282064018037
0.013827502988789986,0.28303663174169635,0.88794452722707
0.6102486170433186,0.7388256621532234,0.6657364422170996
0.6921920828264795,0.5832806636064658,0.2896231590673982
0.06345153825439587,0.9491541567494997,0.35928892857756034
0.8586723413926759,0.14544432045306654,0.13626688234483642
0.03804996217063994,0.18414391779696537,0.7918265360847018
0.9470366843797171,0.33186169248134834,0.993110952472917
0.37878013520453646,0.06067414730367149,0.3929090554428546
0.5960440309995146,0.9210039176512883,0.6426638973143691
0.6399196223303238,0.18200605116166202,0.8392646560857091
0.25031903494374064,0.1793552053627614,0.6225684575945704
0.12288426237101824,0.34768812118533954,0.27197890181258344
0.6692627320796596,0.5741728795535209,0.12535358855225076
0.07473091691327416,0.13921444926949833,0.7421007109770009
0.049117651616792934,0.6004749544305616,0.5359953246756288
0.002299164863804326,0.9334231519100266,0.6187545996616199
0.9845373474842517,0.6863193331185032,0.05065576022550211
0.5775805477527813,0.5553780734909193,0.8420503934007054
0.26204586959616116,0.0002878702913288178,0.9956551432400911
0.6847816393246847,0.6342264771940089,0.4824375855861591
0.4105082194783781,0.2745889662311348,0.2699882377288435
0.1878568383421807,0.17194535207642558,0.10337231390039492
0.25865584352712767,0.8514333369716747,0.6477331341461908
0.38182135246051785,0.5253370627794754,0.8278314381309753
0.6924197540025482,0.4609140412606817,0.7585167196850077
0.08029152068811274,0.08949413378617488,0.9095932580273145
0.3221407814647972,0.7479808113856187,0.5950297162378325
0.42401851456846407,0.8417870588983816,0.7212656039655801
0.15413000530882615,0.19839261488131066,0.43674410535476293
0.8459552781645245,0.7894145852469338,0.7594230063665521
0.4378882200247156,0.5179260282399262,0.6507185691548996
0.9052423908703959,0.9990082542390885,0.7671157989181624
0.31486922864805766,0.6810461028818315,0.6658608250380669
0.6488020282007135,0.38759330669065195,0.48988426575229516
0.9262617374016991,0.8176675980872443,0.7243003429722028
0.09025936395223422,0.6904853035337682,0.04377349352227988
0.804988712692681,0.9358178553920518,0.38106342640207935
0.055608085338726965,0.11814660239033103,0.5209087730558614
0.7990659297002011,0.8796172085498264,0.9393538221001094
0.9636861552381563,0.31019391398502505,0.04800949505789098
0.6546077644227307,0.4923603245495223,0.6407187644198746
0.9886925954577658,0.42457244029964214,0.5797047668704502
0.31719342069685363,0.7993198807082467,0.3657717840972997
0.5441917538646208,0.9332553189189224,0.968456010245193
0.6028837230915942,0.4269754056345706,0.9216731179818071
0.07054002521422909,0.29609693320487984,0.5384000134529362
0.1722776843304341,0.6948010404084962,0.631414671547611
0.6557677810843546,0.9610145344334239,0.030581488404714863
0.4065514178034,0.10188778901551165,0.5155044141180161
0.45929633969710304,0.28190912628078213,0.667776588251002
0.8052475726983483,0.24362381253324927,0.5907749638103837
0.9956592897521234,0.549846669705554,0.2822481701265771
0.36656566155411685,0.9913627432586968,0.7926203280253279
0.7419237607842465,0.8649474635558883,0.041907188080748004
0.07490656375254523,0.12691627200511824,0.4921189977008238
0.17903435647682298,0.3509696897062198,0.2838208136539747
0.38390762332640194,0.15988025407433892,0.2433710535036141
0.8090792169172176,0.5447152375163684,0.07959900708202827
0.2997209050742351,0.40568280718444816,0.1529189580430531
0.7272171987303956,0.7799053199032429,0.17925303922775948
0.3005187801992091,0.43067735844004207,0.30625051911701817
0.4470445166167313,0.2936890990767237,0.444446588390518
0.35866021386361224,0.1856092568151102,0.8242741421857762
0.06483114623471153,0.41093987527713527,0.1995627847287058
0.7647405504287266,0.9496521227608538,0.6337875509338472
0.5039164624457856,0.539173906393898,0.6459886406097715
0.9103518359328401,0.369435844276934,0.8084190709267249
0.9695627512259308,0.17376714839503082,0.30450435576390844
0.7838986803988193,0.014994392909961296,0.2261608003249812
0.27542337883527535,0.07127144226354476,0.7427815736464696
0.7670080661413604,0.9752588278989014,0.2630272175766749
0.1781907375512033,0.8210683440922076,0.15447935689944847
0.8255891114001715,0.5522606267736209,0.9838681455383311
0.08897832901761638,0.6856797515900701,0.84045123399748
