focal_even,focal_odd,reference_shift
0.35541838791977287,0.882576992580841,-0.04555949335805995
0.5740694794065647,0.5139139869670996,0.08557706838406959
0.9810978507494315,0.5919764095751403,-0.02304559802984038
0.8086534435395751,0.39985431283199957,0.0028534650012955187
0.30120779583683344,0.978044428455317,0.11346987962215038
0.388551926805797,0.2885683124035192,-0.10197490951508731
0.5064245920065129,0.618748089837526,0.047122252495102435
0.19497453251222074,0.9644992212914293,-0.0514858979245989
0.9860283024780658,0.39381166508066967,-0.11832009363161791
0.0963956916997506,0.5750525557252251,0.10475517034729948
0.2585010310194651,0.7186332250737407,-0.19961963891738266
0.02148903809773639,0.021049683279087184,-0.11921746926040311
0.8134005988121522,0.4890653774151592,-0.04766993682816234
0.9061170321791711,0.3601277666866537,-0.019150175030932637
0.12645255117132082,0.6771543097045968,0.11323649166390876
0.8875666229492837,0.500702690046176,0.10929568785493332
0.35747619142869014,0.31237220014477407,-0.04928565310438113
0.7128268803710875,0.39414216305466954,-0.0704386101529165
0.5336398990006395,0.8318723738773278,0.03127961040354518
0.2967223920596511,0.6179245111837107,0.03074172108303791
0.8838751636469342,0.36822453759772666,0.050169798189014014
0.10540396990545076,0.5989416570234567,0.13461069830229483
0.17506410412453688,0.7272620979192599,0.19991622414807314
0.6558489680508055,0.798618208148843,-0.1516775882005629
0.8296091119929228,0.2335369142917192,0.08408582686492944
0.7060138707270012,0.28575889365052165,-0.19910128756737297
0.956963150446083,0.9530533152721554,0.08346411951272747
0.9488561774161093,0.7814882509026907,-0.09690378558089417
0.705965024043471,0.7836723466789685,-0.13511195512992763
0.703190990086315,0.3650266522404123,0.03251440860962501
0.8945270237996393,0.5773172036100569,0.12138989042153375
0.42473992635653346,0.6958147908220945,0.04579825593092407
0.23688313054478705,0.8979183788924425,0.14707007079859263
0.09642653346478725,0.30931936089376033,0.0840901367827363
0.25249363393622815,0.46681538064958483,0.025366957901559795
0.6675622270146683,0.31558863649966284,-0.14435809625624288
0.8675872332793754,0.8400856770829813,0.1848362701793096
0.5009121122524037,0.6222928428618476,0.09861057276148244
0.6055920240985289,0.40755251684036986,-0.008850200215371196
0.49273278144245247,0.6721372027240994,0.005695627084042698
0.21848365644044931,0.8563579150338906,0.13323491249152347
0.31320065386609275,0.08590201840070799,-0.05882415417544637
0.35247929647169374,0.9833304628332096,-0.17546143146196808
0.175819481729111,0.6510698338222158,-0.139333362424457
0.29035990584729887,0.839046124682944,0.06813957817790117
0.3957893124810429,0.027318034271642255,-0.021930765581024636
0.4717526496305383,0.09849000112488171,0.19751136268359715
0.4705043476948977,0.4508426858091438,-0.18815099815549916
0.987764364127799,0.002331081587260364,0.1921501994357801
0.8161785601598643,0.4232005587079106,0.14072022220023667
0.4201155514118474,0.3101063992384764,0.18877382704851192
0.772602119377326,0.749062729207405,-0.007015491136988933
0.6417995348715451,0.3360005372780027,0.17554423185432583
