support,provenance,contradiction
0.13332617984755768,0.08919724004269503,0.7354175399599195
0.5233877152681518,0.411561261100743,0.4970523762664163
0.8280192701926177,0.19755784059151527,0.2087268475866927
0.9215842349141693,0.41460332998005467,0.022062969916618824
0.22053747152526382,0.5366915959776144,0.8147339058110797
0.5753353445741876,0.8699958519551045,0.23602011468223216
0.14832360738000006,0.15977443657383017,0.9015576672876496
0.4428499242060754,0.3457093100858126,0.6454894983853132
0.44200916352477737,0.30527363057179635,0.8114107466716639
0.2459862999376402,0.9049255976257179,0.1954476139774436
0.7928972004197912,0.13579599615660742,0.5470968673496469
0.8588971818116476,0.5138573408748107,0.362626933557358
0.06431424516676765,0.43730481064788396,0.804933143042696
0.16542687257034872,0.6319557509836429,0.1319254287090581
0.00826105655316467,0.16255512208745426,0.10066172977634469
0.8045183765976445,0.3976140617672037,0.802301864115671
0.17209770920978096,0.22439474526152658,0.5333740905800214
0.04292637448951553,0.6617538071122289,0.22991251985432382
0.008574361415105147,0.8413641943136506,0.8393627988221924
0.16536185647663026,0.15380169540775468,0.7420510957275224
0.3162542931015754,0.27639261259958037,0.9796671814868635
0.30110486088791744,0.8791465047467331,0.8441537915905493
0.31547969394028674,0.8904748344977538,0.8387304702043623
0.938142168887198,0.5761745724547045,0.7331006079521337
0.889382411910452,0.25340042091408854,0.0004280105410291446
0.9021840752295435,0.7391494488635902,0.28480382023781947
0.08285035398907958,0.36412576816087694,0.6384820611736121
0.7597332084824469,0.09867124449409526,0.45656834049260553
0.8969667275433918,0.9982595406867087,0.8381866208592534
0.548020071389704,0.3034938847035864,0.2651021186421406
0.1294717351063055,0.14207153423524388,0.280415353112797
0.3214522634659891,0.18001334145772385,0.6039574784476132
0.15064024049599078,0.18704128476402204,0.6241674498348989
0.6531967783777497,0.9754424249253646,0.9677260605128155
0.609915545002884,0.42400080571968957,0.07381967881783569
0.7029508316292129,0.7527071295496486,0.5576604001270824
0.74774020778417,0.9927370351513616,0.36363764684147337
0.15635495591800863,0.405897604145498,0.5396692869164911
0.07306317397740425,0.7763463530688551,0.4241255649408573
0.43083175028356246,0.6271710335891886,0.7094174130281329
0.3635417387463036,0.2085154369196599,0.14758775716018668
0.9107332938365805,0.7574344876958571,0.1102584290146501
0.8753066055898678,0.7659512894588208,0.3096490518869972
0.5318846226275464,0.2650532368146815,0.30566119623925425
0.005867601124904254,0.12064163918196702,0.0626967131598124
0.09345709333713736,0.14101197785934905,0.25556830194838653
0.08099647407010224,0.17244732361294557,0.6310175250550648
0.07345254438552595,0.34338547641423267,0.5158238023629426
0.9086648247553126,0.11012192437128154,0.9547910206841851
0.5852442818678277,0.4438024076993118,0.8394471961873343
0.3645350595931739,0.4799224230451211,0.7279704237820278
0.28357424899577266,0.9189533833190019,0.8774096007975279
0.3520629893216939,0.590522817797088,0.8143496304793357
0.17129657620687255,0.5404601323587067,0.16754063848407152
0.7195434905081504,0.17405699747490033,0.7443212308775745
0.2457647642931733,0.8358819341610053,0.2963890889240992
0.06724854864307828,0.7326890659703219,0.9518968506494309
0.6788481146207028,0.3078051975581759,0.19982348788378979
0.2241974275637162,0.11285769791151967,0.01844665540156898
0.14067722661713766,0.534129164728792,0.21857884603276212
0.6390501808468804,0.7887329148375282,0.5504743110519905
0.5639341153184039,0.8126846926058295,0.8481565766723775
0.33800272648740104,0.05804130405484298,0.12393262331655464
0.13006727582193478,0.7197290612759265,0.8427495427175525
0.23205596359205538,0.27516276760858904,0.0014388978188567547
0.31675165717623655,0.6492795815168885,0.22935136776901754
0.7896113191370052,0.08900656191285028,0.6525094260776046
0.9215471952838412,0.7657653716700971,0.7337732863525136
0.5586885639069389,0.7242159727269945,0.03201147138138627
0.2414588828898655,0.6747406419114491,0.24441717184437473
0.2981897830656529,0.07204301139781688,0.4367270426967621
0.10228476375082907,0.5397987253426928,0.9502387624814587
0.09857946740278034,0.4741290316620461,0.8645249055608544
0.22435189706569114,0.2309544212458795,0.025843795926487334
0.5644672835125452,0.1876037669252778,0.9755554695324272
0.9960280958878179,0.8618625394845701,0.7504122730258276
0.6257979086072184,0.528253886755615,0.9345011734232419
0.50884630510873,0.9925787854726675,0.5053293984267174
0.498337126142276,0.23733218255930166,0.6841350324731018
0.44422401931490996,0.703501882948779,0.3575988977027328
0.7174012025936538,0.4107956905546829,0.2748660181056882
0.5694925947676125,0.29335265036195546,0.5403936935404783
0.24295446045210445,0.6022854551832084,0.32736731664224583
0.5448267843156054,0.9059670717559338,0.4138866537107715
0.22554807907370844,0.6988574824075267,0.6873843669169297
0.24861612010663714,0.5524398994832059,0.6705724736171863
0.6625269629357015,0.6957968101642477,0.6927444122263904
0.9707815323673566,0.8235738855928197,0.4545601985706045
0.20995925318758213,0.10040692872452328,0.725873739799314
0.2004121177054632,0.03291656195800563,0.7938519330527025
0.5775384318969417,0.7678161564283956,0.0575956328908116
0.316783884636091,0.7179052910288751,0.00018799275923986336
0.86506542284769,0.07175250559499946,0.6165594400431708
0.39305134491183835,0.02139094166127875,0.7768192384754742
0.46335726516340836,0.39691768167648633,0.37172989724624805
0.1320726626349511,0.23492009387706292,0.23704602515543016
0.34560695921857143,0.06911676149011237,0.08649287000229278
0.3658071586647784,0.7197993746237106,0.4828827353530687
0.8713860859552665,0.5723401822791265,0.6343896564809127
0.9229224564089503,0.9360808784957995,0.7464201727754142
0.336113654114222,0.5220194856476983,0.9186107176992832
0.01117043558641917,0.2674029932319787,0.8713195121428587
0.6265778632537966,0.5872196252901901,0.47851461350550917
0.10862488769946288,0.1262253710304052,0.4550525564236473
0.19491106443077033,0.46010525337962926,0.19779259666372928
0.9053266613228856,0.12912830156549326,0.6815760244726412
0.9398308985302285,0.9245275684429912,0.34914269218127103
0.649769811782165,0.664113881531172,0.7831363461242282
0.19012076112099308,0.017084329756534844,0.4974727206111562
0.40946162398944497,0.2059478462602521,0.536879919301691
0.404815840364366,0.47859779544760617,0.14861973230793513
0.3047502168486631,0.9431413947373005,0.7418946722920305
0.26379857190858214,0.9867740043984444,0.30988362692041604
0.8710307526420266,0.36436921640985764,0.9599001957985134
0.49372064949106476,0.6934957638113357,0.36363067837334995
0.6464265643718635,0.15977541027968356,0.8720596847487028
0.5622639847332289,0.05628189102794534,0.22895964877267783
0.6597352441937837,0.5815150831492567,0.0709625056647033
0.5447282970524667,0.981169167252033,0.46802420332901895
0.06335476193499467,0.7727277324221519,0.9968175831518183
0.9692738505340114,0.9867925465384301,0.52513825703519
0.2906229170714676,0.9598149478760607,0.6520258397894247
0.49117654980707603,0.48739938510432623,0.6122390028389221
