z_variance,z_autocorrelation,z_curvature
-0.8043311094903784,2.1227447332222393,2.8193203480337
0.6072792358063825,1.2201691996167074,3.242533683273871
3.7027441133448846,-0.7324037363993837,0.8841719602587252
-0.9056923446230133,0.025015602047538277,2.2913904436180212
3.732338502037667,1.149598147942421,2.8555334497674925
2.249607344487387,3.229583815416736,3.224104657971427
3.7488222385226484,2.4177495717296873,3.99394127706993
2.6031836086517193,2.5108167913768678,3.5232234196410728
2.0696495369276815,2.800855692028165,3.5793505731693207
3.6672647102441287,-0.876516755245276,1.5091077270691455
-0.9545285101806191,0.1100605243442545,2.1499055061840746
3.6949938395259485,1.2733761576742713,0.7913834757945684
3.514280631015434,3.1476761692468873,2.682424599957149
2.1261546520131867,0.0791531126316074,2.3920546608183995
3.6732459810609415,2.0349731584670776,-0.2702060310825096
0.5886729149142576,3.908061687470818,2.08369812789326
-0.4448385407354196,2.250490889073225,3.5071768832156405
3.0381926014371796,2.4258692879293133,1.167219393215818
3.0540349129656468,2.517688814969095,1.5000071508297332
2.7582786814649656,-0.4871733329422919,2.8573117649730317
-0.7933368689781014,0.8479409296423528,3.1256980034008874
-0.12213452851857953,3.722098987070974,2.821186255250279
0.038506436865589855,1.491108306885088,1.6492315197051015
-0.30457774328990517,2.8939843612230725,3.542597975216351
2.8383906393138694,1.2300794720111003,1.0024029762321556
0.41437097068417295,3.4753685873596503,2.447279321326846
1.1702232615641455,1.4061906222243046,-0.239807776737331
-0.22932055528270068,0.5890250406805544,-0.29282620078981214
1.6855608019809463,1.6579913979769638,-0.5445950237162197
3.7349196827049784,2.530085255335496,-0.959778106063375
1.5675675784684318,1.89850622978308,2.8702562213542455
1.4586110646524322,0.1607263571603914,1.656347785060806
3.9002611174288813,1.6958812916178876,3.4369431592967272
3.47276207225827,3.6026160433563064,1.9562973510098738
1.227257885342628,3.091654854468576,0.3026411891034084
-0.8819059736510295,0.6233241145572852,1.5419332934916419
0.5719119758476237,2.9068595228785346,-0.49190691367209183
3.5487063458796637,0.9377796756873222,2.560285522609061
1.0303983658188276,3.7051287691225516,2.4999265614857844
1.8669725080726134,2.934586125032423,1.2858581044932884
2.26360806959876,3.2652930963257703,0.96286849288832
3.146539667549579,-0.27462661647621145,1.0962525394545253
3.152484688847805,2.093676222244248,1.7116903989894814
3.3719212943757952,-0.8202925474114344,1.5987128868789706
3.931101211097034,3.5385260885716603,3.884542590898758
3.669478955261339,0.21152578612410022,0.5497747898269005
0.13756898295219844,0.6413880987139433,1.3823205983957414
-0.5096350025303983,0.41748940623171826,0.08359405708284284
0.4494201834526843,-0.1589315084701789,0.5211392206248842
2.2307116944373404,2.80068746339496,3.31134857183251
1.789049708693438,0.6076518387866208,3.970634112161746
0.1460043963867883,-0.49916730093144257,-0.7854844197203855
0.22832076022953585,-0.45681957940602835,-0.3125036806615946
1.5319211015900782,3.706678320536656,2.898131860439724
