surface_health,latent_degradation,coverage
0.8507218992997123,0.7317008721676053,0.8789141427741856
0.8414087125417837,0.33606819096765783,0.5355595489900662
0.24538098553926102,0.48576420775232054,0.6595039451869286
0.27459311023064115,0.05446958339424235,0.7241010899257827
0.11786680660572058,0.5808076215643666,0.621755689140226
0.8960646566507736,0.83521408049525,0.6209903395246862
0.8911507836522485,0.861895972551885,0.8815019506720416
0.7191134784604986,0.5652699346827552,0.32703143335572393
0.6697754463357803,0.9577612908112628,0.12500339783680092
0.1999702570598174,0.8394380766490697,0.09443741716780663
0.9423729667600524,0.2107309936982127,0.9778754301658993
0.9864511401602832,0.5539290721453745,0.4018190051413095
0.12337352508334598,0.5153084125038067,0.5505922667170767
0.048510042304628076,0.48968151253483816,0.10255949001462894
0.13705836284930184,0.08834316147175558,0.8132798587371359
0.09684139022839966,0.7813529126796257,0.6305715377217685
0.8440150206950655,0.253049974578908,0.24961828068721126
0.5914547744114279,0.5226897524047348,0.061138387786267234
0.44045085900693337,0.1637780974620563,0.9298376145519169
0.26066702881207837,0.008744930930649542,0.5625725006791843
0.28730980960605423,0.9772291330469447,0.7771125439990625
0.40804852580058637,0.5885914138961651,0.35353565684960075
0.41484626988325923,0.6949546548147826,0.9786722878452496
0.37163449890214706,0.2041166951110499,0.8934676849041951
0.7707440704274255,0.9700352287298608,0.739790312418713
0.6119305261323351,0.438262022108146,0.5542270144186867
0.9699663619491905,0.9268086222270879,0.8473096530154385
0.504002837295768,0.5337770033173704,0.19658602691674065
0.34912402260031494,0.9866650081493696,0.8996913227375302
0.4679232514113798,0.5272830132173433,0.6473365791810274
0.728589444695392,0.07928418255665204,0.5127122307159138
0.14407622571040224,0.1084175481724593,0.6000741061181397
0.5093569475835635,0.8379639114651332,0.3203158649566301
0.3783417480316089,0.08528552693488722,0.13621813901368185
0.13289669874547327,0.7274488900713392,0.8633308031369776
0.3448915843357826,0.04719790709502614,0.8555519730697847
0.2947203712249413,0.3775713500220216,0.5129552131028966
0.7849463064876678,0.6010952015371505,0.25226597328828637
0.669316160407692,0.14785914843411785,0.27933645818014896
0.7182700354059702,0.6761695869925424,0.24557025227168805
0.90035676408901,0.4852709292970647,0.5605830349159406
0.4795231415442681,0.8030395827512488,0.1021788627629917
0.21650316844092898,0.9158123428136061,0.303973545875864
0.2544221563904858,0.9063979305280344,0.5151008728584058
0.05642859104890874,0.17540536077027935,0.035157330037882684
0.3531393014008096,0.49269190925801665,0.15570139478194478
0.12520019092703039,0.9508587373707319,0.24050162909087291
0.7057878774759105,0.4401075506622012,0.8875162592512716
0.6043891841604555,0.4451219862993221,0.7775928451491158
0.9467004986311406,0.597886718126558,0.36308477558096586
0.9552344560583103,0.2037638961671423,0.5947201344777292
0.5625847809385084,0.9399923246072007,0.2916143916715751
0.7098738244260292,0.1638295174151333,0.8457170363246765
0.026712993715241717,0.8659933539780991,0.7151336726882153
0.3071676812211662,0.46105729927217487,0.007191140005635144
0.3314123745774731,0.8075797074685245,0.3420779418528025
0.9269153446277102,0.6214052530534188,0.7648095330598421
0.17316795382658423,0.21500619117701547,0.3362571029000547
0.3338526157853754,0.6672458151675908,0.6160648108785376
0.63213357949934,0.07166371730838395,0.998002906698252
0.1798561997580056,0.1341867732298373,0.5616247509024399
0.3514045551698951,0.5943389695808646,0.9975646128530453
0.05681890126914935,0.9182397037597179,0.9136627301878572
0.5975932956187353,0.5874122048507397,0.892520262893017
0.3709829258777152,0.4247311657134194,0.4334575974870636
0.961248883574386,0.5415955503644331,0.18748273301189522
0.732905873600851,0.8014684815426073,0.4835631411540484
0.04922499065652686,0.646050228883586,0.8558690180065409
0.23783269967086607,0.7370936930838062,0.5150630494882588
0.8502745828895314,0.4633375001859964,0.6687443424244722
0.7243907308725317,0.7214441397881942,0.6775781307987355
0.5039632292243285,0.3052765317409185,0.04359553256070248
0.9029472511339094,0.27536021739564465,0.44992724532046724
0.6862264090694186,0.4170544017998006,0.7753088510640452
0.1375846809220973,0.7073484243061953,0.28601814568903416
0.7524875707442678,0.5558437406976444,0.7432842557508339
0.7482614562193197,0.06931212699823075,0.8142097926510616
0.4370105379301573,0.06177380270641675,0.3145199961407601
0.3946050032581767,0.6204188014575893,0.15373502916496085
0.9050595840480183,0.06975022126597596,0.5879743991907416
0.23061567785254233,0.8836489656798241,0.08892334917167066
0.39340903970755514,0.3624187182597539,0.8446616909288159
0.7533534533587619,0.8401073555609729,0.2694492336477402
0.25117238839356826,0.7116303427707787,0.6478906601330793
0.20414954096676774,0.7644584280122126,0.3244389714582341
0.612844895860475,0.6786801973773511,0.9129830963809338
0.8102220535579291,0.7322685169100827,0.8957225845736507
0.05794871945509772,0.49720525817178485,0.6520501728425855
0.4466144390228317,0.5616634035221757,0.320840839753453
0.9671595343654658,0.17561601436981888,0.5277816994997572
0.2626084046867124,0.04237614644019028,0.7994074441338386
0.772180146798475,0.006937764993777962,0.23183399057821763
0.27875980021418145,0.3925926679988657,0.5276063484355565
0.9965794903615317,0.8017387755226834,0.9638292533477281
0.09934369244761687,0.4781810404608986,0.15941452037668158
0.48179380360228485,0.4356020403079196,0.17982252763773077
0.5892481720081769,0.6800195580000722,0.9628712531999206
0.6058658056433165,0.2929040088999112,0.37506561115135695
0.9124855471359793,0.92523476436875,0.8204047827449302
0.9296659145183389,0.3161578557794188,0.32574923639685793
0.6633172722217555,0.9251497142119195,0.7147587323459227
0.6546345562071255,0.2542140434643486,0.9743781824207959
0.07319232579710233,0.6516217173276214,0.6192528543799711
0.2734425429020637,0.5548544946829528,0.7279143388882618
0.33227257256748655,0.953879229160497,0.7256518231320727
0.9858711562267016,0.16798216942839583,0.8354877895080569
0.014768490706154047,0.9711479078295744,0.26354402858937764
0.9848881919826505,0.6984241979740192,0.28457879103869865
0.40698154476288173,0.8563334485756435,0.5556797510223604
0.22809091847645835,0.23411898614864146,0.7336941388439764
0.358641421045121,0.6966914716231464,0.14524909020806098
0.5641086806805237,0.7014855223174403,0.7293488639498119
0.3343542641588658,0.40774812039383646,0.2076664191345614
0.9919273490870832,0.6793260701161765,0.3544402405138841
0.2508574746135228,0.1257283942168297,0.7525683155823015
0.2313261486005389,0.5461473143455632,0.3453743047084853
0.5069017117038943,0.29821694579788416,0.050407466007639234
0.3609407830894109,0.6333125527021237,0.7516572321093351
0.4599360017409363,0.1186286945189996,0.013986140246736056
0.7188140365144139,0.9946546197761404,0.9396790740439896
0.16077242446577766,0.19814717172422558,0.3903881687554476
0.8058675562349316,0.2074312335389098,0.35978863640897807
0.9377239365426162,0.5199101226135235,0.5372643585967971
0.27166929593769074,0.09299288458817034,0.19230725495616097
0.9271138973767287,0.1604320614742123,0.6646453966100879
0.11779722695353423,0.3734541708410287,0.43265478558532877
0.7974701772021181,0.6071385178892246,0.7480912471963861
0.9880592747194902,0.6014529416552113,0.8106517640801739
0.05741837089573365,0.9164982505472066,0.3804890859188459
0.29579643628962204,0.8720139521549914,0.7461270162576097
0.13698133839403537,0.5181631287369032,0.18279180808377937
0.41997584928252407,0.7006778292513012,0.5649797670242536
0.6487644269694006,0.194055792370169,0.10620954612574562
0.31800729013664475,0.558604275535843,0.44724001344873565
0.906523900739345,0.9430165446608652,0.8017323722331001
0.8924839217458634,0.28166198503019113,0.46573968011050015
0.005630682619095717,0.06256159380624948,0.852529369301781
0.3037204238999872,0.48552342785512415,0.2000736607118776
0.3251562666206377,0.6222801272076103,0.25059286504769374
0.13786778742694894,0.5141936591108173,0.1720296573421961
0.3368827294422033,0.3179585879664476,0.7732277044165573
0.9895544797818628,0.15947475809748135,0.46584072947004684
0.06585471907952012,0.3763552323552021,0.7149868161111638
0.9323189533140406,0.15700424637483423,0.8242386775893339
0.10298613662634903,0.7908739389353056,0.2539239673460245
0.9870352851989145,0.6805014235753939,0.8721468520820156
0.4843969330033787,0.8374754085272946,0.8854332899834598
0.06068480643100416,0.7368959009252006,0.7192861978314434
0.24459475153453225,0.840166846371071,0.5781739640165159
0.08884149363754756,0.36183995358632703,0.10214205828975553
0.13563640659680964,0.43106012156418305,0.6497411407547312
0.9003600168452561,0.03627168004778247,0.09653879116965935
0.5180145668874674,0.6272385566904948,0.20082514755702763
0.2448559894556156,0.30579898333443567,0.7070458113882809
0.45776530943706806,0.16088162675434325,0.7974280162549519
0.6301658135918067,0.34319235811658644,0.018893539646331114
0.5456604787321757,0.3271270391166968,0.9365717909628185
0.5066975312111182,0.7654661438020982,0.7878100087828698
