focal_even,focal_odd,reference_shift
0.8038253051496846,0.12794165558217374,-0.0837771715849332
0.19715784205011777,0.3808114307240773,-0.09328657446283506
0.5978091203421744,0.37444417517465534,0.11025468895919216
0.9505701478666037,0.48158804287854684,-0.011368026763107109
0.9128184590822581,0.2942688812222528,-0.1471708648296322
0.012981733651877936,0.9275294150739485,-0.18685549103309507
0.4865528274933725,0.29399205981725707,0.049392133832819984
0.7369276409827153,0.0016620546361639787,0.16848234414481494
0.02712714727894816,0.33224827124453615,-0.18168725268671362
0.4925769354468954,0.033489051794121094,0.05749644875716964
0.500609362411458,0.17094237993006134,0.01609456598040296
0.8517460700151973,0.15072618403790516,0.09978311038077597
0.9113795322814108,0.2638906003150284,-0.06148895181519315
0.449626369123035,0.48991669449703645,-0.04153043137471277
0.06457853944116676,0.39693821657792905,0.05309617836189712
0.9625483443612883,0.2910464064096081,0.07451138194346213
0.3584516886860004,0.08671812142679647,0.14902337857301234
0.2113832090290494,0.9534222414619093,0.12347690071902151
0.2931255192778689,0.6211150196062285,0.11604628338372558
0.8448525698472814,0.7247472887888294,-0.1381789871533147
0.4811222203116241,0.8556097697069495,0.06667636125148274
0.4419667137181619,0.8895097731895218,0.08600695684296816
0.9728246428451266,0.6378014413259592,0.19243336414397944
0.23716591846597135,0.992158917442072,-0.11412103692000364
0.8689115919926137,0.32068883383226643,0.13738613668927585
0.3820795150669414,0.10923848323230934,0.08884012258613516
0.17538539905448236,0.08332731796698012,-0.02081871144852593
0.31153049899272134,0.10898515718357815,-0.14608906879592876
0.24244738146170464,0.865308210863283,0.07229401889581843
0.23090510775356177,0.5492350600656861,-0.02216188441271627
0.8680864054393448,0.19378564009799504,0.0019411608702971095
0.29496882832408855,0.7302174832228795,0.06612960303024684
0.1545380911560129,0.3307597083513508,-0.1810309534252705
0.32058631936176785,0.8682146635186603,0.18940496972555831
0.49660727764681833,0.9328327740043465,0.04609740429997963
0.1583324521734849,0.43074586489981703,0.03985444925744125
0.33886547378767573,0.3605693688299184,-0.10684314576862884
0.8897120133909222,0.7571288529711897,-0.15787836853934498
0.8666996874795536,0.6957730766269602,-0.021611678736750184
0.18665562404113056,0.5952098563753777,0.05669171090901626
0.3799347185007248,0.12696363030484348,-0.12043990505737315
0.02284234030251875,0.43166237302341737,-0.06394390515319875
