median_gain,win_rate
-0.009882969435678606,0.29403214102752695
-0.008398557684531663,0.4399586676732624
0.008817080232020607,0.6863074104573911
0.0076760609848920604,0.5134086910275175
0.00832509661556386,0.22330223923363357
0.004485924862958474,0.38229195421105977
0.009150721446962799,0.7128345721935346
0.009968028258347321,0.38768219975852414
-0.005611797867269341,0.2006762666314026
0.0009860948609090679,0.7662221142841678
0.0077550496866776435,0.29088491795879245
0.009595935797627521,0.2622531062020542
-0.002217919297986126,0.855370318965207
0.009446548438742245,0.4597931345959779
0.009435983618786703,0.02686170597949289
-0.007938185609682062,0.11413113915347273
-0.0003672729645625202,0.7042107257621828
-0.00938691716226335,0.857711815710825
-0.008286814366390147,0.34771279292672896
0.009356361789771875,0.7423083004720364
0.0037839492774481617,0.6539314489136305
-0.00015009815051297143,0.043306409765228704
0.00857608186099174,0.40078829568375507
-0.004819104284432816,0.006354417947581847
0.007330504065445871,0.7680631268113837
0.00303866366485305,0.5899827090260167
0.005207515647026671,0.8654120736726977
0.0017832869594084904,0.5779125989489681
0.007952219677531519,0.16611757156287144
0.008296186043482244,0.3789728394645163
0.007410732843193586,0.7433446931087608
0.009072435118616334,0.9944573184225131
0.0065604249992215116,0.03249588769929379
-0.0037633042659218343,0.2684529649029658
-0.0012630136642699814,0.8962531524178453
-0.0050575776194803955,0.7079706520674004
-0.007693193939012544,0.19964706695285372
0.009930145216609341,0.1569757460148402
0.004714897457306608,0.13017016368281709
-5.3381660786316204e-05,0.23083041485590972
0.009498084103216295,0.6338883930203889
0.007273286614573082,0.7379984655047712
0.00958438847319974,0.5973823474871577
-0.008966648753589298,0.5540094262922485
0.003978070100110118,0.21318731022420556
-0.0034529642473561982,0.11898105845667084
-0.0028963504354960383,0.6408604384591509
0.006851905469537406,0.8288971171498363
0.005135641691657176,0.9476819971489476
-0.007675662163827928,0.36893156686404527
-0.009893341854608658,0.08924727700397495
-0.0059116162394940025,0.3310935329678062
0.0016810760822702237,0.8897748233344996
0.0017953847611230957,0.5568648073326354
-0.0008129515258995176,0.27655662838002437
0.005929046246831741,0.12595462985684902
0.002113912606835442,0.49909424197296004
0.004115080681359714,0.8603789867093283
-0.0051396344220227584,0.08743904926108403
-0.005213017758442342,0.04571933658944105
0.003376844051509611,0.6449334819103542
0.004194649588653463,0.49760729801124726
0.008931284710217985,0.4308390962015741
0.008273489274006273,0.9655301555975739
0.006313768855334441,0.9450071457446856
-0.006063916412349908,0.24637835824286192
0.009581907146641427,0.8052990091813984
0.005776308752974432,0.19672830791125684
-0.004350485042877255,0.10898078463404803
-0.0011401215691767014,0.9758933118082811
-0.0029237703730803123,0.7152117273508334
0.007143616063277241,0.003004245105529768
0.009831899974970396,0.14724079441571647
0.0017991350987379001,0.6094652416233405
0.0014545398844944147,0.5325873231287108
-0.009009674178402104,0.35763609381524375
0.0061944299778593555,0.6933089970805597
0.00681383787885712,0.5896037160080458
-0.006717908804970099,0.4565172927589385
-0.006788696566688921,0.29688444788849133
-0.0031069098678909567,0.5815590944402731
0.0025463565014306085,0.6761853553154791
0.005918146599137074,0.8317036046167551
-0.003261295236987565,0.9060144702928143
0.009584181634522905,0.5444888896572803
-0.0041993844900738275,0.9228011990678018
0.00904552091807861,0.9524741138681143
