history_1,history_2,history_3
0.6364327620509281,0.584801434818165,0.5867078668680074
0.7648309216705018,0.33694275195488843,0.93708704994677
0.44842981379994307,0.8241286372174769,0.8042024711041189
0.3940369686148747,0.6268540957159604,0.8685837849489282
0.7839030022207922,0.7532694608414165,0.7325664585997348
0.30581360439358984,0.8258884768544974,0.664645701992299
0.9079400527111171,0.34648569224532977,0.7598816103269027
0.8854101453538978,0.8660033698523874,0.10102467840831408
0.04351979857401633,0.7743761719227424,0.5571170216025008
0.21787339529858463,0.8693595385320347,0.03601988260984135
0.6738242437300311,0.29706836408718085,0.9362490696044417
0.031144460083313952,0.48061421208079513,0.8521908370093457
0.2839213923420645,0.3856215090807634,0.7549994499269979
0.5121251616283831,0.2099357554387299,0.2583309696437125
0.7665956989718616,0.8874186028231321,0.5892029595314626
0.8460879275413771,0.26478945730641534,0.2880550047264031
0.4678916617952078,0.7809777556913498,0.5729508651473407
0.4380577892617503,0.9313047820609897,0.13630097338655256
0.3912707950225871,0.2283441590921863,0.9583235749055419
0.21149956051121144,0.18700511289918964,0.4108592606680357
0.9716347519269966,0.9190866906918128,0.032199245835705104
0.548352738345888,0.8544131745319408,0.9368044228847194
0.36252217865667447,0.5315758374848679,0.19103908680504167
0.8901818813135643,0.36149558777154567,0.006494409278948288
0.027408815861657998,0.4250370057057916,0.9025148307547629
0.048059485018652204,0.53197525421815,0.5297208915174653
0.3685568489538785,0.7708321332173989,0.5883373593922744
0.061134740764050344,0.8926755532988233,0.11613257356910356
0.12615950796476483,0.2888176206270805,0.5888126428849502
0.07595588565187161,0.7023511124690157,0.5856146126571609
0.3600184036893639,0.47416124921715386,0.7482858892232995
0.35855510657395173,0.12972507936410005,0.37571413995957303
0.9416009274156124,0.3697913062231466,0.626652169963843
0.5669861899918959,0.008025996612775477,0.24838629274611268
0.4790298295461949,0.2974224300949333,0.764908180229648
0.6045834225498189,0.3725493230557906,0.29132415197254824
0.0014094233906493114,0.9322004696509191,0.7694828078969151
0.3565916742710966,0.3577413084349309,0.27354567854494705
0.16903572402728406,0.602097407152297,0.7443848922567394
0.35619747641932786,0.794654990925337,0.18819045459076078
0.5288650613878669,0.4310818678759517,0.6580612506328084
0.4908649491690481,0.7256857295807422,0.6315243315825726
0.5554934623709912,0.19448242319757858,0.30239305324220556
0.1836705300483399,0.5581038120187337,0.43073348228643527
0.8872572285334913,0.3026859328283078,0.9395074747506037
0.15618278448573453,0.12290269201246218,0.46573520400639756
0.3914921959545238,0.15283902446026454,0.10653040382256485
0.6503820483970354,0.8454378385000496,0.9650785781901572
0.4391945144185717,0.8191128228250202,0.01706998658349501
0.7938596719280191,0.37750279391724295,0.8580698497594357
0.2055274946414114,0.4533966924244005,0.23232695827456562
0.9189471835032755,0.9885282685254435,0.7631218387536856
0.6357591839060865,0.17069521036658797,0.25393355265661566
0.19615387996399447,0.08807443767522438,0.33641730584281915
0.6311409772486734,0.553167160720249,0.22052684846131354
0.21203189135554323,0.09158022697258195,0.23194766520651133
0.17862477351845407,0.8246458788432213,0.771886671204523
0.030209958860427877,0.7780569660963623,0.6764153009101201
0.7298818098923322,0.5261559261695574,0.27719340626367317
0.7723416265994091,0.2142261840388423,0.7633286877127643
0.6714605710581668,0.13742824854160418,0.04817057027354443
0.7452611663930881,0.5151765098326663,0.053230409081871155
0.6830997024421894,0.06755386036673294,0.9496027990188147
0.7116594143092725,0.2959497293704152,0.11585333524651797
0.9512383300897065,0.10813435986053277,0.4181035572541608
0.9290416554766399,0.32691497553076354,0.28112778995197696
0.703409395605189,0.619616602065416,0.760584838890836
0.7604695350621825,0.669650171039633,0.5914117691094303
0.7731982992473023,0.016106590074345672,0.9925839808914743
0.6912730577677193,0.3538036566128727,0.8539237362600296
0.668785533528997,0.8760568779272612,0.463346576599445
0.22884793550950133,0.37580359308486855,0.8142972623919015
0.6283310428571769,0.23374304034686588,0.5735070900961559
0.4549389319544632,0.861031167511028,0.3387848322999456
0.2628484353324857,0.1829355113359824,0.5451989606232815
0.24024746488605186,0.5447646152757357,0.18461513603220991
0.6382347873627524,0.538536888211256,0.5148115479614492
0.31190809268546427,0.008637921840432328,0.4545140057717606
0.25063347625929644,0.9513559680478162,0.18558178561769023
0.16654360342626562,0.05456126523099525,0.24851056365374868
0.7345116732195446,0.9618320572547017,0.7974888813334664
0.9193804768752674,0.2707384033971435,0.09811974720529948
0.8141881571655198,0.41524699598031434,0.712529501884333
0.34361050899345646,0.6614337177403922,0.42778707176778474
0.2817944590455719,0.3624618069464347,0.3587240119512485
0.4322134678602507,0.9861354233148335,0.018922630229260662
0.14440256273877283,0.5824073484392153,0.14280033564967287
0.2440205350392124,0.8999731279259235,0.9947069476022533
0.5357698061046119,0.7836156185265255,0.8338696090362183
0.8779476206153466,0.07197183830241338,0.5025331324821918
0.3005794705330761,0.6477766842799643,0.09020643804296002
0.12047769388809759,0.6989719859977999,0.5855948488108821
0.28424631264175404,0.7735057752243338,0.9683315581522273
0.9808624565070424,0.5586333190400902,0.20978322919210746
0.8926145587655357,0.7934156071824184,0.8239080903776743
0.6689298123676247,0.5759753005322074,0.5648907785717417
0.16451043372775453,0.008150802674629865,0.017528486885228012
0.7776419167677294,0.30972734521797196,0.37470769843220497
0.1375868259398194,0.017397415476833378,0.9363690606682488
0.1736642396183128,0.23141912443516421,0.24135962481071216
0.28621442035773803,0.0839009834072465,0.715099786118539
0.6925878392405486,0.31516248607870445,0.30591217168096874
0.3425109750594033,0.8350575557651325,0.5685661361961126
0.9350104887781437,0.877468727743036,0.28334855205890963
0.19192092646214087,0.8722127301650117,0.05731574182734922
0.27935080402218526,0.32461868693164764,0.5904847424374269
0.18588738171214314,0.036942785464947114,0.5393778530885543
0.14476451413262426,0.030236839472325472,0.07961984387489651
0.5576167093342446,0.03331215419857858,0.24965593615365445
0.24501291133074887,0.07859342268088654,0.6919533561785606
0.45106337478404523,0.4693078881656688,0.3380458516510827
0.5517235990070585,0.4202685517367577,0.1748287479830949
0.4420355913417334,0.24840108298739083,0.12629510607338745
0.3429680631317432,0.06249909526852415,0.3704431953378138
0.8955233427766883,0.2898958653706317,0.6225924100779193
0.16670971114942024,0.338564559171894,0.966246752042981
0.07808591483996419,0.7978695272057337,0.7578221382799958
0.949136853907014,0.9750757383132341,0.8487037568720677
0.40271879656201115,0.944555204745572,0.14621136273175406
