focal_even,focal_odd,reference_shift
0.28744089995012423,0.7171411209730066,-0.12343374393529723
0.8233699971253627,0.12898154901468473,0.021084264447639667
0.843147496905781,0.679025696352281,-0.10816326104758717
0.8422273660239769,0.8248094070142898,0.11986872183960345
0.8143820463095333,0.3986185888733238,-0.0782416972976098
0.37580583345404683,0.23688835167972633,-0.16723462259237182
0.8657856263449458,0.0809195890731671,0.08668820417503464
0.22507477301244938,0.6641220165650671,-0.11948168462558613
0.6222131794675622,0.3997382056658537,-0.1516402861138575
0.5499111826508125,0.6885715272907855,-0.1569645252959463
0.30083010013525746,0.2504124319596216,-0.05642803523074047
0.7354011705384697,0.050199520211995696,0.03045401713444104
0.3039676433567574,0.6412617293096033,0.0544365752663345
0.3453666246409376,0.7481003587823758,0.16854007686328804
0.5146706325364303,0.3569477938742993,-0.1020777795444694
0.5416505601413519,0.5898717061665646,0.11097599223685023
0.2500149853369493,0.37468599250658086,-0.17247394072811506
0.1848881727268351,0.12895522417020822,0.06622910315344266
0.8880227729277372,0.930374517702751,-0.023546301827704452
0.053858501263845504,0.9473875525250288,0.17580969129460222
0.5623490911979733,0.6906948047942896,-0.00038563686671594377
0.07122909713167791,0.04176084352588827,0.07759448707099248
0.09338948119318446,0.07332937713202392,-0.0036114640561952793
0.502073466468118,0.27826499155659157,0.11953882359350637
0.4950716732626619,0.7158822158430108,-0.047283357604887805
0.44530191814608777,0.7917251350578223,-0.16405378692443887
0.30122290541590857,0.4798939713668561,0.036793468327584566
0.9545371871856494,0.4838994915128173,0.11825366785868924
0.6182613796546451,0.17140170498138252,-0.046516543533725724
0.9332861179505925,0.6467803634416411,-0.08512365582291666
0.2552396279062622,0.5741501375932812,-0.14578134072310647
0.9736532504644295,0.9937385139683705,0.14955658420318346
0.40214891907226635,0.7017707713610494,0.12963717843654676
0.6369074350239743,0.26691660857105104,0.19499929729436516
0.6975122269101476,0.9573754561881587,0.14091593938470648
0.9684414696650955,0.6972704320757284,-0.03582262842348577
0.8149868382095732,0.4997485566690044,-0.136850061760439
0.5553821462931682,0.9395550322760384,-0.09852524425608192
0.674464515486215,0.605530433459702,0.15612794415293002
0.7389705328728772,0.3892336858721993,-0.1292749098971938
0.8494634769542058,0.6547497481776091,-0.1940516579442754
0.3459967871760681,0.5229339720763306,-0.16163997953135423
0.08892610894342501,0.1442065249785056,0.17331656093977582
0.5647232000827178,0.15391756575915538,0.021009193460644088
0.24724001082699532,0.15961992301915295,0.1506263819417829
0.7393778901171818,0.41735164192337904,0.17040474288466656
0.34291866517467373,0.1861240703038558,0.19854805760477284
0.03137072485275294,0.531528609286512,-0.1256501757299774
0.7601053104511106,0.5072663398203594,-0.1472480278757193
0.958469169505023,0.35377439570738656,-0.12346951133051305
0.15930759059296895,0.2780916504126756,-0.18921104866052968
0.5789919303500646,0.659138758362559,-0.007561576051846874
0.7263220008080219,0.7519770704358815,0.16100305415103755
0.020657180106365303,0.776916157205011,0.11861566433206716
0.3113106023229585,0.5840137619865985,0.09657162647736439
0.13194834060593907,0.15494936404730375,-0.060166849714033355
0.3945765337090362,0.5414061579026238,-0.14599483638185778
0.8319389373593242,0.7809289469953692,0.16211591987469892
0.1804195208268915,0.2508642557799826,0.08108488367908073
0.43469009787770774,0.3192294049787977,0.14886603418332228
