ablated_brier,full_brier
0.787384113825435,0.3875160398959645
0.16200925390275323,0.20272556167042044
0.6649842070038803,0.7259934191417533
0.14208227398249917,0.933112277172933
0.9749167010576699,0.26031854835667545
0.36573617637042977,0.047184195731579504
0.5422760665318171,0.9716175249503253
0.14654635894009382,0.19558811522887976
0.05609439286222506,0.592032499575412
0.27069194614941783,0.6078853647999662
0.8499108846019582,0.1994343364537613
0.09006107649059514,0.6877083992062665
0.5778174391374203,0.26195749027434745
0.7545692550269276,0.46696218146423507
0.5321061745289692,0.1577337064603609
0.77800772088811,0.6113785237913735
0.0036944993546852434,0.06331162687447267
0.7527407488228994,0.04170291927133274
0.20095070780002877,0.4454567707134024
0.40876500960767304,0.7428754598089117
0.6117992098747914,0.8756016705511279
0.9035138602661911,0.1129434918749348
0.4899856389304206,0.25263903424035283
0.0963745960208513,0.440825211432033
0.8118093671268699,0.9232672022232925
0.4365009588490494,0.668526338243488
0.6086355509372656,0.04647925804737996
0.5493489223015527,0.5132973353896343
0.26349002077578165,0.27905906751483633
0.6258994435512089,0.314514088377823
0.0673255375703462,0.3941527085962011
0.20648765442266337,0.35551541525791586
0.14406302313797936,0.8660159773851042
0.05713836350611734,0.02717792056742685
0.02755348986847217,0.7031677865640109
0.6813180627447846,0.25324806024662794
0.2259743429208939,0.2763607669526613
0.4895007075343588,0.39618206176706916
0.4599417639374145,0.7238131821248021
0.2693822655017961,0.029373111455843648
0.04002388019355563,0.7356390615895775
0.6133325465730455,0.44307382871718726
0.22748587426883138,0.8638831506409818
0.6771376993001244,0.45631856739373644
0.2565079958986892,0.3664800718759216
0.5172901266534238,0.24318095922981275
0.6140535945675549,0.21694392197435342
0.6367505094267271,0.9951258260960347
0.9835462659432155,0.5978787628366372
0.27072401916070776,0.2271854861769036
0.6967911996579893,0.01416979524027595
0.8620488687783858,0.1642406998366771
0.49238484321001497,0.8373043312987976
0.5001343734939134,0.5361705659518708
0.04521584383435451,0.007634322007737393
0.5820021430998988,0.9600143786405915
0.026841755223050323,0.07591177931624815
0.6490816742677833,0.24533248952942543
0.2921448404604524,0.1354886253618558
0.42987704171385743,0.5080534337145877
0.6203983580255483,0.6785183793046193
0.22473306822192607,0.049500912035874145
0.7063728309750392,0.9929378166742484
0.46557889527087504,0.5006022356731757
0.34968123588540934,0.9925469994215143
0.39013984722218586,0.37539664683279717
0.2980021501555906,0.7562010081105077
0.14845415630952996,0.996405494718993
0.002002787888404578,0.630159784042315
0.5487939980748766,0.5260111587361613
0.2724074032721212,0.6319173963214181
0.7883172389286648,0.05509790735808717
0.5064305767750253,0.9385002368369487
0.7441365747433117,0.12973087525338756
0.753600439197304,0.6025346780199616
0.6437993681654038,0.16685593098600326
0.5293392599912505,0.3194187869621593
0.01643483323001904,0.41099696233472127
0.6232584528647801,0.7615686824471821
0.8107180067230686,0.9224749695783406
0.42431919656826234,0.3970514519994164
0.2372886472692518,0.4971232232968764
0.47930489935989384,0.9312366937267633
0.2499721912857551,0.21908757692551306
0.08019363462650897,0.11347896031302696
0.9791218135698246,0.6043609194278742
0.4303419944480553,0.4213738637531603
0.1618472938352884,0.8496207319496905
0.7875918072913938,0.9562875921584767
0.2220789889768099,0.125048103222419
0.0589730215546832,0.6691265368935195
0.44199747948954526,0.18427723454259937
0.5120347787058115,0.7613823682427991
0.19319277003070845,0.3445533599417483
0.12852746537521387,0.10591127848057935
0.7789545538992362,0.6664578139939095
0.47182495105086175,0.8975433905048911
0.9846552221204752,0.3858629847354059
0.10595104463727945,0.5496981032848023
0.7573337268860355,0.27538544437889523
0.5380377654803713,0.8302305628906531
0.29818374790988944,0.3887764921401402
0.42422285159846407,0.23737913188328197
0.9712643871033001,0.5886406938439595
0.9370946935627797,0.9719807021750277
0.6212580989740832,0.114667364635617
0.9839317869130652,0.23335167719985206
0.5595732065064649,0.2256990141681512
0.4516159748004892,0.48748885154267574
0.5373873995244306,0.16178386610632733
0.39390112099003827,0.1251992815037246
0.5109263148532698,0.036210581334548464
0.1312987542813171,0.2831079699884991
0.4878440122416714,0.5726755971817129
