hazard_time,alarm_time,delay
41.37774320771069,66.84802636738829,6.323915239846441
74.09415377356414,29.94589414802631,17.657789332746137
21.115468522385342,84.20081532700078,11.066143562728568
76.81437681573493,72.37400935225597,1.4685420560661866
32.754032655329894,61.63615971172325,5.233696423722303
19.121291408784884,76.4165169884237,16.14259185656335
44.010824254362255,37.070279022583286,2.61570313834226
70.99491821135533,33.31109841232631,4.578153182284234
81.38047753598734,89.10779774144171,17.05310529915267
15.90043468442287,63.09066484091911,1.555297045135391
30.682613809341106,69.45008805883019,2.759638501657611
25.993864689058633,36.94473984287937,9.783907353809232
38.32167496355309,37.6708750318648,5.473667850395891
76.60295707164298,25.576849851235608,5.556907491855143
11.647339362451879,37.07395528365418,2.839928468858377
11.50036671129977,59.30598396274883,0.1956955632319013
14.449046564963934,20.03338096039403,19.848905771451374
89.4948438450924,51.36702519546872,16.86303480619913
49.433345912683265,3.332945149959299,10.32566269255206
85.37455304406082,52.467392989724694,18.988388518115652
38.2429183592281,7.593485326479977,4.575853947927444
52.853666977414534,64.87767390483575,2.4126617108365767
66.31408471268537,17.90155654460336,11.804136091337716
25.74650119688684,43.722872528895586,16.814017567671343
54.42975586262811,77.4926017584811,16.82464937933638
60.05649986423945,65.93547536618063,4.414626098433329
89.54914085208381,25.937563216501623,0.4171144906810187
37.500535368508146,38.60995837796084,10.296088246853017
49.197172423635855,46.17685291508089,12.709046516879727
57.191264106899474,98.25794452770357,7.721810801668467
29.997653285978764,95.54063257572489,13.78737501879096
88.87090840727099,93.13114715862208,12.394121023608268
82.52800204604534,3.2352717469440795,0.21233875224796916
17.919126152864596,17.236757811894943,13.720640173396855
66.39795895573617,34.67609332951588,10.320740235110033
37.14221994849085,54.85971258295235,7.643968322982269
84.79400288966806,46.374180192442196,15.354183165515895
94.5387115822202,53.81481365582628,13.551941869230353
78.39191293337109,51.98928454800357,12.284249264234223
81.85028911827114,76.41999044326063,8.220078789801502
86.45022398617127,29.50274681806151,16.034142356007994
98.37858770680646,23.147938899993903,5.589352560984599
22.725225114016936,93.8677455027573,12.744675756403705
32.59963706302982,71.0421762429358,14.030605382584438
61.37840868704904,85.53584446867127,15.366298654997275
10.532592884036234,38.40578896885349,2.1202298855268342
56.564638123346256,61.26665156504897,12.351985191992105
47.830272537001605,60.80069908259913,10.601833592824924
93.55719325691571,82.33297381480875,16.64808045225785
49.629797452555074,79.93016398207506,3.250771546592388
74.56820720812917,25.437021844720253,12.53113985418664
50.27489804765056,70.60606238616057,0.29236489911558916
40.90028406305579,17.248089605455053,14.606342281076552
92.83674471418193,30.264869947701722,9.496149221144085
90.87605953256897,63.45964546977262,19.79367578288905
97.77753353822462,96.29066808077307,1.5166601665244395
