effectiveness,collateral,verification
0.09410458774869876,0.2544734454649061,0.779383285968192
0.047414964538596886,0.0361938484862153,1.7520683197181097
0.031700892979407126,0.3942575149604599,1.1405310748366555
0.08374026858724141,0.39976450879566006,0.9190189804682742
0.0009580570834634484,0.39964193958732136,1.1156755134520935
0.023488908297536394,0.1531855476135712,1.0500114110880054
0.012138092962638881,0.049276225300120303,1.2246603070312176
0.05223205757691538,0.387944694837356,1.041969610536277
0.06572993719065891,0.17348872732350495,1.9878536404244525
0.058634944471550536,0.03977256683487789,0.3622860727905224
0.00840840352484672,0.23343991523839544,0.6287507979552791
0.0014740513629021958,0.26220444083283895,1.3828962512569807
0.06689349474653782,0.2531429946678349,0.38458809187730303
0.0363530973930447,0.38424877904437027,0.7924071264227386
0.06138177590704035,0.030156329265428994,1.9143586709459353
0.02943513339370454,0.050021624688291993,1.3215693352884694
0.07183992047077625,0.08426001688450153,0.11773751954297595
0.0699355409097065,0.2685098865034418,0.9234911944218223
0.02472933331960824,0.17667001785646697,0.713778549061566
0.03838822751611052,0.22350024259901638,1.6554175661877935
0.09873823488166122,0.013650812707224836,1.683915925876296
0.09638620260704163,0.10054505046523432,0.7319540963773661
0.05714911536269255,0.07561844557126976,0.649439841915409
0.04067908554873755,0.2772843975270857,1.3115592713108821
0.09664927515170166,0.3208188716550497,0.6490640745534761
0.044974505756356635,0.2514683057929325,1.6342857014633103
0.039504726808674506,0.21200385220744586,1.2833115814880183
0.04975390942349542,0.07013320436275206,0.9097945978057538
0.0003234340963774174,0.3896235450490594,1.7235829141586438
0.01682394794297375,0.3879763069336299,0.20441379237140112
0.018935932397122348,0.11608720185982047,0.6686881853930577
0.0389378450989406,0.2508257330524872,1.53135505166811
0.037965332727139124,0.39616069885195415,0.039500147996721635
0.037688808645985075,0.25797745615345263,1.4837495197230874
0.07014593302304258,0.009557736123350091,0.25312327401553136
0.031083438733086045,0.11457422915060303,1.868993890529407
0.07219130221067867,0.0673712032602587,0.6228562821556898
0.08226365827869847,0.36819693780931184,1.5314602033521654
0.07295081154216508,0.05029879883815345,0.31321384072677994
0.08532361219719622,0.3725329581838598,0.5444158991275858
0.04264991342598622,0.03756977674642057,1.5883749956887125
0.05121473788326189,0.15506294431189158,0.6138232462829571
0.025132873447758865,0.16730909156118778,0.45688397433828554
0.0860928236538483,0.21981958681079727,0.09962302999052164
0.09739801415498617,0.27157896690069855,0.5022930011798306
0.038166874168195156,0.2883452994294858,1.6751817553415764
0.02923779591484508,0.14382555140369285,0.7602978644561518
0.07859183960706559,0.20237499866693032,1.0031055596675726
0.06105685852382962,0.3155914781221567,1.5839815269623931
0.06544593534569006,0.01213957543232862,0.24033212118390046
0.0885998956865687,0.03980128973432722,0.7152127272763422
0.011769729442761823,0.26104944326616497,1.7408819530063984
0.00622505677778834,0.21156494019814165,0.6878643933837927
0.061438563200710665,0.1505829550257828,1.6288730344552396
0.046520851345534464,0.11574306346925939,1.865065862993086
0.009834955530598467,0.10050454759619615,0.5352405721792588
0.014050368339451847,0.3280155975914269,0.033220166332034395
0.014810504539696158,0.07385644267787632,1.8559914302171094
0.059823211317858165,0.12133247882275225,0.3555495588191582
0.05351159558782707,0.08188797132905888,0.3634167235997736
0.06877472806484482,0.23587319782805657,0.26302660250273213
0.005608694883003584,0.07562901886266311,0.1386245877717307
0.08377700666079503,0.043191623876255573,0.4317654981841885
0.05185506914955597,0.3369111263998957,0.9255415830038665
0.068446372495354,0.01639862221360615,0.336447737216923
0.021384341695296183,0.25207201198337736,1.631548240442612
0.02768791873925254,0.3645136816865602,1.2964768361279133
0.03879231448714313,0.31673824788386074,0.9908696551669294
0.08271215745100459,0.1924529591237255,1.8444658471142694
0.08099332339584946,0.15085547001903127,0.8737479523445002
0.016554805836106256,0.15104964229770426,1.1950446135853787
0.0928466715494083,0.28778216287553565,1.8951821250865455
0.01800739451453832,0.1631740657929326,0.442518581179314
0.009130795840495054,0.26725148429366374,1.5080117540077809
0.0995892002109992,0.17349845416418652,1.1735212522358531
0.009094584673026086,0.33161819089582034,1.1103658427101801
0.07150520521753817,0.371110143961831,1.447038387437777
0.03501794509466499,0.03256161579197805,0.813778251284472
0.0014816283350930549,0.38536045884051773,1.4548244312562664
0.037336875964787124,0.3248697037207694,1.367420505123946
0.07675470972361774,0.3744875880223332,1.4713449914362917
0.0682559984709286,0.17473302962476775,1.0541987027505568
0.06842215794097352,0.3110970375223946,1.4406755066058843
0.08617921311068998,0.39733578837187145,1.6438198963486303
0.003436215611788163,0.3848131627047413,0.8885505901364279
0.08730113893038577,0.06743986291457911,0.6732531781481177
0.0842958804881397,0.032530209809621895,0.8838979756304497
0.06175639630441872,0.364964219589334,0.8899726802852286
0.001595434279238972,0.3708743395933447,0.30365976467529676
0.09742317624185291,0.1481678451961002,0.44060415187076685
0.03258540414794469,0.05809340942932768,0.9970650371573935
0.0919377583148532,0.2643276189162886,1.359579013605569
0.03095542736488506,0.08630348720418546,1.9312574579531663
0.044511027894118295,0.3746509777142193,1.5262114178127884
0.029031486829625176,0.3112584783202816,1.1367380459376906
0.06338040741610387,0.03950898434557644,1.6090937298670818
0.016420989532673746,0.35101073733427524,0.4983268436616106
0.05930609335289297,0.18178904248495587,0.8856138267909934
0.06250923527587997,0.15005782968693598,0.08887273843011378
0.06200219517706723,0.38416044108529435,1.957444788865773
0.048928250815839514,0.37915971474757604,1.768985654820696
0.00022111170290028959,0.3704951386809327,1.8318132748230294
0.015034219293962016,0.2634894350480565,0.5317109646359939
0.03059100429063946,0.26762322826207047,0.15983508708350525
0.04676322848846157,0.14443317414402915,0.7719527415975744
0.012473305510487332,0.3704835813878769,1.9253937568386408
0.03297793024667091,0.12804217701251447,1.6113600591853654
0.08850864517697787,0.3760232922647371,1.9827713858866765
0.03643082882324761,0.3712179828048257,1.2554994233857792
0.09060803099495426,0.12288510240804956,0.39205979299136007
0.033363772453457584,0.06495528724508147,0.8857680667817318
0.04102627792669403,0.28538150875003077,0.004074025581721985
0.07471272870876447,0.18126162647586638,0.49894464889253154
0.06183327021193974,0.15675105483830853,0.8353763831746495
0.011988229044520016,0.1264236987324258,1.0603750035544168
0.004458953875126792,0.33289678192890493,0.8879546879563076
0.028735299420219775,0.19884203393051114,0.8283663178744531
0.0848176908736816,0.1939487572149013,1.8717181569743175
0.024103984623022035,0.09965919621819452,0.04408358598535678
0.0773838951108049,0.2176849104819808,1.5427511747491032
0.047535529705769436,0.1600969206676034,1.5511196707369277
0.059176384983582866,0.02386414103523169,1.7238883371989155
0.08462016891831163,0.37878436920455455,0.7479306334043532
0.03066460424455483,0.18619736832029352,1.3599906223040739
0.09134763782702524,0.2836548293336229,0.9910639208952339
0.005856818159583977,0.18504149017342775,1.37873829985893
0.09078077301558721,0.3576049638913433,1.7802658813498895
0.07542783616990806,0.293311301440007,0.11722568810921441
0.08272195444082725,0.08051775645286262,1.5352880603969503
0.0585572073598885,0.2891444780025629,1.6396024153499151
0.06983810932106327,0.15799902839873356,0.05679611319624245
0.01577769765357543,0.3026869046472974,1.8930863248269494
0.0308538281957244,0.15951992763142317,0.4728800998593301
0.08374230271882384,0.25518663934860536,1.4298624759230019
0.0070303179711998735,0.2881329338494784,0.45941906670376187
0.031182114174725217,0.1416576660263245,0.15031151856244795
0.08864120191697307,0.36515205203341633,0.06664351366842847
0.006596348459298318,0.26450588138831094,0.19343017428476972
0.07300715446903157,0.1916899777657454,0.7118249597200512
0.05016283875568228,0.31861710605169563,1.7911568717454787
0.0697125094462298,0.39704414781223085,1.5826049736904517
0.05106198682293418,0.2583138255749806,1.4278195494185306
0.007891367228363045,0.15493774947051278,1.0190630692828568
0.0876965960373735,0.13224122527776655,0.9190283501592955
0.035342783256713195,0.02339761841170467,1.1287274646895913
0.07127067615570513,0.25689664315733374,0.9731757455821872
0.035588519918814766,0.18563899344618362,1.387451907880165
0.08626382146851969,0.1788185384749884,0.3356585997760322
0.07854371460693864,0.30977573732650077,1.229902366822526
0.095715142507876,0.37213999692681354,0.2625761553035184
0.021156478309539074,0.32848969909417697,0.13732101756251303
0.06503039450088949,0.0016040076399630012,0.3972692053914806
0.003864579007189173,0.34858429078750475,1.3119724373100334
0.05795676861816284,0.05410248382594007,1.0285457832102205
0.057663927341754365,0.014777135168882616,1.2102220488421587
0.03664206629020379,0.0009121985689418467,0.30367261991261185
0.052685446010257736,0.03898932819839356,0.21620569115715327
0.05968530952746676,0.39453510955289084,0.8362844875743916
0.05803151101964942,0.06873714435503926,1.2567752932649583
0.016945408967275765,0.37649617369196453,1.1323721208426434
