x,y
1.0264472509212876,0.9007889853995403
1.2647447477084008,1.1347599568402873
0.6618572015640284,0.8966480764981292
0.35856921050823826,0.1833791972710114
0.21914254100044497,-0.3017740990642588
0.2985419012909647,0.4043796151766673
1.455364788768211,1.6719623792815579
0.0012094089324105536,0.13472614570872787
0.23393901534663267,0.139971500565602
2.0465629222213955,2.184718636074835
0.05487150297820132,0.0007354646082375765
0.8722205875637838,0.7853162292413609
0.8116536734737086,1.062685016286279
0.6346595176322953,0.6549701098605334
0.06508400512915269,0.20722838301762847
2.273176572303975,2.410768314493276
1.0945000641897362,1.1814465295174792
0.00685689872105675,-0.022750503618999066
0.9324657927281178,0.8992116815626502
1.2576982619476216,1.1607011448852385
1.3606048100680481,1.1952445752756584
0.7450805271908544,0.5555159998747748
0.45656628562266355,0.6259185937988677
0.44424662636109197,0.6398854950695081
2.909866225518278,2.932483688915817
0.6506278143780598,0.33672305031100325
1.4657181531350298,1.8525334944080951
0.06429938740165968,0.1923802125777716
0.4101876547463119,0.14867356224277867
0.23905307581573468,0.17257205409420512
0.3827439696094725,0.3328791166177689
0.22087086915231444,0.31154377836323466
0.2540155477624539,0.012359514140288769
0.5235986932739277,0.24169129864065836
1.582181687632864,1.8170155678391955
2.743114871656886,2.8888292641008966
0.3442296314723858,0.3323761883630539
0.42876794824851644,0.37082427719543504
0.8902594812615827,0.989463096567581
1.4027905203423647,1.4622008538783806
0.01962006315874735,-0.015034018679392129
0.5002376752019082,0.46964508967776847
0.8958548200725583,1.1063409468794343
0.24029432246020416,0.28803084878290713
4.607480504768325,4.708972894205392
1.6098624119775375,1.5144902880253888
4.069176285745367,3.980515290535212
1.1525376472448396,1.3540829893365771
0.06653006110777865,0.5445579773697279
1.1216708213570072,1.1990855551480084
0.07130529258284411,0.1629256328171741
0.5208246727100725,0.55600834064844
0.08999670100244186,0.28294363193398225
1.1469581054338953,1.008556200246694
1.1370287406763593,1.3019031103365992
4.909396237651827,4.983869188207765
2.6791107016294755,2.867672404942069
0.941245553062304,0.9838486640666394
0.5834180010271762,0.5587684905248069
1.048532893024326,0.9872871611341525
3.0459095693705627,3.2787135554515587
1.5634658245286108,1.6038697509432869
3.5352868481267277,3.688687495096852
0.2673848317368504,0.335109006102215
0.5971084892950184,0.8115595288397786
0.9990748511806226,0.9819937275775487
0.7574640772765803,0.7415587529463148
0.5897357284359691,0.4515113849570742
0.1293291833905787,-0.15084326494782352
1.1473829584158304,1.2085940478449175
2.278235796386448,2.230738698712777
1.5751450152691622,1.7029839875285933
1.3597963675962887,1.3648359887561732
2.495118354649621,2.575051333324026
0.7226783885404228,0.8104356185346211
1.5738663164183808,1.7526609810102514
0.9593859737473563,0.8181644454583363
0.7614044508200062,0.7312911858611272
0.253272978873327,0.28706676158925803
1.295885313397081,1.2948489022786605
1.5263746983781967,1.4239953418043707
0.432383251196692,0.5436567110768383
0.053325045453068556,0.21566147712500938
0.28161609840986696,0.3563619480131097
0.5846605189772529,0.2762603462792246
0.9853559833674101,1.3578972488500272
0.14717188715769086,0.12900922975721618
0.9653239157661294,0.8300269288163211
0.8895977372359115,1.0241469799816838
0.13258127331356043,0.16916655505688513
0.6315279115264034,0.6316352723760874
0.4760532757589313,0.5225079153602948
0.3422466800123933,0.27910771497940334
0.5918626820619163,0.24073827103334672
0.3361098478064784,0.6521963008919492
1.0723905881860158,0.8439966329882929
0.5322255588525583,0.538262381781317
